territorio_codigo;territorio_nome_x;ano_codigo;qtd_produzida_total_t;area_plantada_total_ha;area_colhida_total_ha;taxa_frustracao_safra;efetivo_bovino_cab;efetivo_caprino_cab;efetivo_ovino_cab;efetivo_suino_cab;efetivo_galinaceo_cab;_m_pam_ppm;territorio_nome_y;pib_correntes_mil_r;vab_total_mil_r;vab_agro_mil_r;participacao_vab_agro_pct;_m_com_pib
2300101;Abaiara - CE;2003;11701.0;4244.0;4244.0;0.0;5311.0;280.0;278.0;539.0;25403.0;both;Abaiara - CE;17657.0;17110.0;5897.0;34.46;both
2300101;Abaiara - CE;2004;7637.0;4304.0;4117.0;0.043447955390334525;5433.0;290.0;285.0;555.0;26484.0;both;Abaiara - CE;16808.0;16118.0;4235.0;26.28;both
2300101;Abaiara - CE;2005;4700.0;1818.0;1818.0;0.0;5615.0;303.0;295.0;574.0;27762.0;both;Abaiara - CE;17153.0;16367.0;3059.0;18.69;both
2300101;Abaiara - CE;2006;6390.0;2306.0;2306.0;0.0;5790.0;318.0;303.0;587.0;28866.0;both;Abaiara - CE;22869.0;21960.0;5060.0;23.04;both
2300101;Abaiara - CE;2007;5513.0;5428.0;5428.0;0.0;5969.0;333.0;310.0;600.0;30095.0;both;Abaiara - CE;25383.0;24475.0;4831.0;19.74;both
2300101;Abaiara - CE;2008;5250.0;2947.0;2947.0;0.0;6094.0;352.0;320.0;619.0;31677.0;both;Abaiara - CE;30985.0;29878.0;6374.0;21.33;both
2300101;Abaiara - CE;2009;5870.0;3284.0;3284.0;0.0;6161.0;368.0;327.0;632.0;33026.0;both;Abaiara - CE;34757.0;33553.0;6786.0;20.23;both
2300101;Abaiara - CE;2010;3179.0;2794.0;2794.0;0.0;6352.0;381.0;333.0;650.0;34305.0;both;Abaiara - CE;36543.0;34981.0;4573.0;13.07;both
2300101;Abaiara - CE;2011;6171.0;3070.0;3070.0;0.0;6549.0;394.0;344.0;665.0;35465.0;both;Abaiara - CE;50943.0;49063.0;9219.0;18.79;both
2300101;Abaiara - CE;2012;2040.0;2844.0;2844.0;0.0;7231.0;407.0;355.0;680.0;36665.0;both;Abaiara - CE;43079.0;41088.0;5913.0;14.39;both
2300101;Abaiara - CE;2013;2004.0;1952.0;1952.0;0.0;6591.0;457.0;375.0;616.0;37020.0;both;Abaiara - CE;50468.0;48319.0;6353.0;13.15;both
2300101;Abaiara - CE;2014;4032.0;1858.0;1858.0;0.0;6254.0;519.0;430.0;679.0;40720.0;both;Abaiara - CE;64718.0;61591.0;9785.0;15.89;both
2300101;Abaiara - CE;2015;958.0;1010.0;1010.0;0.0;7148.0;591.0;475.0;761.0;40802.0;both;Abaiara - CE;66037.0;62305.0;5100.0;8.19;both
2300101;Abaiara - CE;2016;351.0;695.0;695.0;0.0;7367.0;597.0;600.0;871.0;36721.0;both;Abaiara - CE;73672.0;69244.0;4435.0;6.4;both
2300101;Abaiara - CE;2017;6182.0;2552.0;2552.0;0.0;5830.0;320.0;1000.0;690.0;245000.0;both;Abaiara - CE;92951.0;87703.0;14479.0;16.51;both
2300101;Abaiara - CE;2018;4829.0;2922.0;2922.0;0.0;8000.0;340.0;1060.0;992.0;247000.0;both;Abaiara - CE;87933.0;83369.0;14946.0;17.93;both
2300101;Abaiara - CE;2019;1695.0;2651.0;2651.0;0.0;8400.0;1000.0;5000.0;2500.0;270000.0;both;Abaiara - CE;94460.0;89531.0;11290.0;12.61;both
2300101;Abaiara - CE;2020;4963.0;2537.0;2537.0;0.0;9000.0;1250.0;5250.0;2750.0;273000.0;both;Abaiara - CE;108505.0;103869.0;19996.0;19.25;both
2300101;Abaiara - CE;2021;4743.0;2654.0;2654.0;0.0;9010.0;1230.0;5335.0;2820.0;312000.0;both;Abaiara - CE;117971.0;112712.0;23663.0;20.99;both
2300101;Abaiara - CE;2022;5426.0;2759.0;2759.0;0.0;9100.0;1240.0;4300.0;2540.0;313500.0;both;Abaiara - CE;126794.0;;;;both
2300101;Abaiara - CE;2023;3189.0;3797.0;3797.0;0.0;8636.0;1140.0;4000.0;2000.0;302970.0;both;Abaiara - CE;143730.0;;;;both
2300101;Abaiara - CE;2024;3727.0;3494.0;3494.0;0.0;9240.0;1215.0;4400.0;2035.0;295764.0;both;;;;;;left_only
2300150;Acarape - CE;2003;30259.0;2393.0;2393.0;0.0;2112.0;45.0;360.0;1896.0;2105.0;both;Acarape - CE;32448.0;30370.0;3041.0;10.01;both
2300150;Acarape - CE;2004;30835.0;2562.0;2562.0;0.0;2174.0;103.0;374.0;1916.0;2275.0;both;Acarape - CE;33397.0;31632.0;3672.0;11.61;both
2300150;Acarape - CE;2005;30880.0;2762.0;2762.0;0.0;2255.0;118.0;391.0;1942.0;2470.0;both;Acarape - CE;33577.0;31764.0;4048.0;12.74;both
2300150;Acarape - CE;2006;29739.0;2536.0;2536.0;0.0;2337.0;123.0;409.0;1970.0;2675.0;both;Acarape - CE;36982.0;34757.0;4255.0;12.24;both
2300150;Acarape - CE;2007;40572.0;2868.0;2868.0;0.0;2358.0;131.0;431.0;2006.0;2900.0;both;Acarape - CE;42765.0;40178.0;4336.0;10.79;both
2300150;Acarape - CE;2008;61669.0;3235.0;3235.0;0.0;2381.0;141.0;451.0;2047.0;3140.0;both;Acarape - CE;50859.0;47972.0;6110.0;12.74;both
2300150;Acarape - CE;2009;25158.0;2744.0;2744.0;0.0;2409.0;155.0;474.0;2100.0;3409.0;both;Acarape - CE;56351.0;53126.0;4151.0;7.81;both
2300150;Acarape - CE;2010;25589.0;2434.0;2434.0;0.0;2441.0;167.0;499.0;2134.0;3709.0;both;Acarape - CE;65662.0;60247.0;3936.0;6.53;both
2300150;Acarape - CE;2011;25772.0;2597.0;2597.0;0.0;2475.0;182.0;527.0;2171.0;4016.0;both;Acarape - CE;78626.0;71722.0;5703.0;7.95;both
2300150;Acarape - CE;2012;4905.0;1674.0;1674.0;0.0;2139.0;175.0;476.0;2000.0;3656.0;both;Acarape - CE;80292.0;71901.0;3704.0;5.15;both
2300150;Acarape - CE;2013;8398.0;1527.0;1527.0;0.0;1801.0;189.0;520.0;2166.0;3959.0;both;Acarape - CE;102164.0;93075.0;4186.0;4.5;both
2300150;Acarape - CE;2014;1341.0;1671.0;1671.0;0.0;1846.0;204.0;565.0;2179.0;4282.0;both;Acarape - CE;114161.0;106097.0;5189.0;4.89;both
2300150;Acarape - CE;2015;1041.0;1496.0;1496.0;0.0;1815.0;220.0;540.0;2189.0;4480.0;both;Acarape - CE;118734.0;109743.0;4193.0;3.82;both
2300150;Acarape - CE;2016;562.0;1427.0;1427.0;0.0;1750.0;230.0;530.0;2200.0;4510.0;both;Acarape - CE;127927.0;118648.0;4675.0;3.94;both
2300150;Acarape - CE;2017;972.0;1345.0;1345.0;0.0;1800.0;300.0;600.0;430.0;20667.0;both;Acarape - CE;150071.0;140289.0;6195.0;4.42;both
2300150;Acarape - CE;2018;1041.0;1305.0;1305.0;0.0;1150.0;185.0;385.0;450.0;19604.0;both;Acarape - CE;125559.0;118302.0;6437.0;5.44;both
2300150;Acarape - CE;2019;1017.0;1348.0;1348.0;0.0;1196.0;192.0;400.0;474.0;21172.0;both;Acarape - CE;142409.0;133074.0;6205.0;4.66;both
2300150;Acarape - CE;2020;962.0;1290.0;1290.0;0.0;1232.0;200.0;416.0;499.0;22866.0;both;Acarape - CE;155396.0;146375.0;8200.0;5.6;both
2300150;Acarape - CE;2021;1136.0;1321.0;1321.0;0.0;1200.0;195.0;425.0;510.0;22408.0;both;Acarape - CE;179994.0;168763.0;9312.0;5.52;both
2300150;Acarape - CE;2022;1068.0;1365.0;1365.0;0.0;1253.0;204.0;446.0;331.0;22856.0;both;Acarape - CE;183507.0;;;;both
2300150;Acarape - CE;2023;657.0;1296.0;1296.0;0.0;2300.0;180.0;400.0;550.0;24000.0;both;Acarape - CE;220474.0;;;;both
2300150;Acarape - CE;2024;734.0;1293.0;1293.0;0.0;2480.0;175.0;388.0;600.0;22500.0;both;;;;;;left_only
2300200;Acaraú - CE;2003;32537.0;20748.0;20748.0;0.0;12048.0;1948.0;7084.0;8237.0;86321.0;both;Acaraú - CE;124068.0;117459.0;35655.0;30.36;both
2300200;Acaraú - CE;2004;29373.0;21652.0;21652.0;0.0;6142.0;2026.0;7262.0;8044.0;85185.0;both;Acaraú - CE;146593.0;138715.0;43308.0;31.22;both
2300200;Acaraú - CE;2005;24715.0;21298.0;21298.0;0.0;6155.0;2120.0;7588.0;8164.0;85611.0;both;Acaraú - CE;151979.0;143643.0;35284.0;24.56;both
2300200;Acaraú - CE;2006;34446.0;20826.0;20826.0;0.0;6185.0;2173.0;7778.0;8140.0;87946.0;both;Acaraú - CE;171739.0;163140.0;45046.0;27.61;both
2300200;Acaraú - CE;2007;18793.0;21045.0;21045.0;0.0;5998.0;2130.0;7625.0;7898.0;85490.0;both;Acaraú - CE;190070.0;180252.0;40058.0;22.22;both
2300200;Acaraú - CE;2008;35232.0;22049.0;22049.0;0.0;6088.0;2225.0;7991.0;8027.0;87203.0;both;Acaraú - CE;225541.0;213005.0;51448.0;24.15;both
2300200;Acaraú - CE;2009;21255.0;22146.0;20968.0;0.053192450103856204;6192.0;2358.0;8550.0;8206.0;88676.0;both;Acaraú - CE;239320.0;227367.0;52176.0;22.95;both
2300200;Acaraú - CE;2010;18843.0;22034.0;22034.0;0.0;6099.0;2476.0;8978.0;8245.0;88915.0;both;Acaraú - CE;327756.0;304777.0;49668.0;16.3;both
2300200;Acaraú - CE;2011;31208.0;22950.0;22950.0;0.0;6130.0;2525.0;9202.0;8266.0;88720.0;both;Acaraú - CE;388168.0;362709.0;66138.0;18.23;both
2300200;Acaraú - CE;2012;22769.0;21992.0;21992.0;0.0;8420.0;2880.0;10580.0;8490.0;92640.0;both;Acaraú - CE;415815.0;387272.0;62266.0;16.08;both
2300200;Acaraú - CE;2013;9813.0;18394.0;18394.0;0.0;7520.0;2952.0;10735.0;3886.0;92395.0;both;Acaraú - CE;467824.0;442398.0;81846.0;18.5;both
2300200;Acaraú - CE;2014;29321.0;20133.0;20133.0;0.0;7791.0;2967.0;10789.0;3692.0;92857.0;both;Acaraú - CE;523629.0;491252.0;74614.0;15.19;both
2300200;Acaraú - CE;2015;21218.0;12781.0;12781.0;0.0;6856.0;2818.0;10250.0;2954.0;91928.0;both;Acaraú - CE;551031.0;516112.0;79837.0;15.47;both
2300200;Acaraú - CE;2016;25325.0;12626.0;12626.0;0.0;6946.0;2820.0;10256.0;2948.0;91930.0;both;Acaraú - CE;581919.0;545164.0;74353.0;13.64;both
2300200;Acaraú - CE;2017;36217.0;13600.0;13600.0;0.0;6916.0;2798.0;10236.0;2956.0;91902.0;both;Acaraú - CE;634060.0;590338.0;97069.0;16.44;both
2300200;Acaraú - CE;2018;34055.0;14487.0;14487.0;0.0;6570.0;1959.0;8189.0;3547.0;87307.0;both;Acaraú - CE;567089.0;528324.0;82846.0;15.68;both
2300200;Acaraú - CE;2019;31158.0;13935.0;13159.0;0.055687118765697874;6438.0;1950.0;8149.0;3618.0;86434.0;both;Acaraú - CE;708010.0;645983.0;77938.0;12.06;both
2300200;Acaraú - CE;2020;34064.0;13423.0;13423.0;0.0;6374.0;1940.0;8108.0;3636.0;87298.0;both;Acaraú - CE;838948.0;786584.0;102266.0;13.0;both
2300200;Acaraú - CE;2021;31398.0;14360.0;14360.0;0.0;5864.0;1785.0;7459.0;3345.0;88171.0;both;Acaraú - CE;1020201.0;953527.0;133170.0;13.97;both
2300200;Acaraú - CE;2022;49460.0;14596.0;14596.0;0.0;5453.0;1749.0;7384.0;3278.0;87289.0;both;Acaraú - CE;1184672.0;;;;both
2300200;Acaraú - CE;2023;27737.0;15017.0;15017.0;0.0;4962.0;1714.0;7310.0;3212.0;86416.0;both;Acaraú - CE;1250251.0;;;;both
2300200;Acaraú - CE;2024;51890.0;13208.0;13208.0;0.0;5359.0;1680.0;7237.0;3179.0;85552.0;both;;;;;;left_only
2300309;Acopiara - CE;2003;13461.0;19853.0;19853.0;0.0;40609.0;8118.0;19087.0;22158.0;344986.0;both;Acopiara - CE;94074.0;89539.0;22718.0;25.37;both
2300309;Acopiara - CE;2004;14441.0;20547.0;20547.0;0.0;41209.0;8224.0;19392.0;22507.0;350749.0;both;Acopiara - CE;101418.0;96148.0;25115.0;26.12;both
2300309;Acopiara - CE;2005;2791.0;14488.0;14488.0;0.0;40467.0;8118.0;19401.0;21858.0;357533.0;both;Acopiara - CE;103497.0;97472.0;15706.0;16.11;both
2300309;Acopiara - CE;2006;14652.0;13766.0;13766.0;0.0;40062.0;8199.0;19711.0;21537.0;359718.0;both;Acopiara - CE;123962.0;117340.0;26369.0;22.47;both
2300309;Acopiara - CE;2007;8271.0;21304.0;21304.0;0.0;41500.0;8117.0;19513.0;18952.0;316551.0;both;Acopiara - CE;127767.0;121114.0;21651.0;17.88;both
2300309;Acopiara - CE;2008;17610.0;18086.0;18086.0;0.0;41512.0;7955.0;19366.0;16677.0;396178.0;both;Acopiara - CE;160679.0;152682.0;33169.0;21.72;both
2300309;Acopiara - CE;2009;7267.0;20188.0;20188.0;0.0;41516.0;7875.0;19172.0;15842.0;378869.0;both;Acopiara - CE;170027.0;161365.0;23421.0;14.51;both
2300309;Acopiara - CE;2010;6018.0;17159.0;17159.0;0.0;39929.0;7639.0;18597.0;15367.0;367502.0;both;Acopiara - CE;213402.0;200328.0;24817.0;12.39;both
2300309;Acopiara - CE;2011;18955.0;20446.0;20446.0;0.0;45829.0;7562.0;18411.0;15519.0;371175.0;both;Acopiara - CE;257300.0;242387.0;42483.0;17.53;both
2300309;Acopiara - CE;2012;4007.0;20185.0;20182.0;0.00014862521674507967;49703.0;7183.0;17490.0;15360.0;369104.0;both;Acopiara - CE;262793.0;244355.0;25547.0;10.45;both
2300309;Acopiara - CE;2013;7938.0;17776.0;17768.0;0.0004500450045004101;46354.0;6464.0;15741.0;13824.0;332193.0;both;Acopiara - CE;287937.0;267856.0;30356.0;11.33;both
2300309;Acopiara - CE;2014;8971.0;20205.0;20205.0;0.0;49206.0;6500.0;22824.0;13830.0;336022.0;both;Acopiara - CE;334997.0;313520.0;37558.0;11.98;both
2300309;Acopiara - CE;2015;3676.0;21965.0;21962.0;0.00013658092419754908;49005.0;6435.0;23280.0;12447.0;329301.0;both;Acopiara - CE;348629.0;323276.0;30434.0;9.41;both
2300309;Acopiara - CE;2016;3332.0;20995.0;20995.0;0.0;48024.0;5791.0;22814.0;10579.0;332594.0;both;Acopiara - CE;376458.0;349919.0;40200.0;11.49;both
2300309;Acopiara - CE;2017;4129.0;17459.0;17459.0;0.0;43000.0;5919.0;17723.0;10573.0;495641.0;both;Acopiara - CE;396748.0;370444.0;43670.0;11.79;both
2300309;Acopiara - CE;2018;6753.0;15047.0;15047.0;0.0;50000.0;6900.0;17850.0;11000.0;595000.0;both;Acopiara - CE;389055.0;366414.0;49896.0;13.62;both
2300309;Acopiara - CE;2019;7859.0;15159.0;15159.0;0.0;47500.0;7000.0;21420.0;10000.0;625000.0;both;Acopiara - CE;462562.0;426014.0;56690.0;13.31;both
2300309;Acopiara - CE;2020;14245.0;15167.0;15167.0;0.0;59039.0;8596.0;32117.0;15000.0;1622484.0;both;Acopiara - CE;515638.0;481588.0;102948.0;21.38;both
2300309;Acopiara - CE;2021;21236.0;18273.0;18273.0;0.0;65150.0;9000.0;33500.0;22500.0;1630000.0;both;Acopiara - CE;564520.0;526631.0;145254.0;27.58;both
2300309;Acopiara - CE;2022;18944.0;19218.0;19218.0;0.0;64625.0;7470.0;29480.0;23400.0;1711500.0;both;Acopiara - CE;604192.0;;;;both
2300309;Acopiara - CE;2023;12423.0;20825.0;20825.0;0.0;70894.0;5632.0;25559.0;21622.0;1776537.0;both;Acopiara - CE;693535.0;;;;both
2300309;Acopiara - CE;2024;8406.0;16836.0;16836.0;0.0;73900.0;5204.0;23284.0;27136.0;2567250.0;both;;;;;;left_only
2300408;Aiuaba - CE;2003;8138.0;8250.0;8250.0;0.0;8735.0;12315.0;18372.0;7073.0;33788.0;both;Aiuaba - CE;23473.0;22855.0;6467.0;28.29;both
2300408;Aiuaba - CE;2004;5132.0;9510.0;9510.0;0.0;8724.0;12362.0;18761.0;7232.0;34352.0;both;Aiuaba - CE;23256.0;22600.0;5347.0;23.66;both
2300408;Aiuaba - CE;2005;9164.0;11210.0;11210.0;0.0;11519.0;12415.0;19507.0;7133.0;35185.0;both;Aiuaba - CE;29550.0;28745.0;8054.0;28.02;both
2300408;Aiuaba - CE;2006;14847.0;12596.0;12596.0;0.0;12497.0;12579.0;21392.0;7444.0;36810.0;both;Aiuaba - CE;37163.0;36257.0;11755.0;32.42;both
2300408;Aiuaba - CE;2007;8512.0;12725.0;12725.0;0.0;12479.0;12797.0;22415.0;7359.0;37014.0;both;Aiuaba - CE;38449.0;37510.0;9101.0;24.26;both
2300408;Aiuaba - CE;2008;12104.0;14008.0;14008.0;0.0;12875.0;12815.0;22794.0;7658.0;39070.0;both;Aiuaba - CE;50232.0;49058.0;15602.0;31.8;both
2300408;Aiuaba - CE;2009;6798.0;14527.0;14527.0;0.0;13189.0;12996.0;23142.0;7763.0;40071.0;both;Aiuaba - CE;48215.0;47181.0;11548.0;24.48;both
2300408;Aiuaba - CE;2010;2616.0;14174.0;14174.0;0.0;13075.0;13092.0;23394.0;7359.0;40582.0;both;Aiuaba - CE;51656.0;49925.0;8072.0;16.17;both
2300408;Aiuaba - CE;2011;12053.0;15360.0;15360.0;0.0;13299.0;14123.0;23405.0;7518.0;41068.0;both;Aiuaba - CE;72017.0;69968.0;21671.0;30.97;both
2300408;Aiuaba - CE;2012;1466.0;14232.0;14232.0;0.0;14921.0;16241.0;25745.0;7174.0;39088.0;both;Aiuaba - CE;67267.0;64165.0;12462.0;19.42;both
2300408;Aiuaba - CE;2013;1118.0;8143.0;8143.0;0.0;12667.0;17900.0;28319.0;7921.0;42605.0;both;Aiuaba - CE;78557.0;75827.0;14026.0;18.5;both
2300408;Aiuaba - CE;2014;4515.0;13696.0;13696.0;0.0;11730.0;33309.0;56609.0;4229.0;45582.0;both;Aiuaba - CE;93440.0;91016.0;21395.0;23.51;both
2300408;Aiuaba - CE;2015;3606.0;11994.0;11994.0;0.0;11650.0;30311.0;49816.0;3400.0;45000.0;both;Aiuaba - CE;106085.0;101002.0;14791.0;14.64;both
2300408;Aiuaba - CE;2016;1234.0;12048.0;12048.0;0.0;12077.0;30350.0;49900.0;2380.0;31500.0;both;Aiuaba - CE;101735.0;97525.0;11964.0;12.27;both
2300408;Aiuaba - CE;2017;4290.0;11045.0;11045.0;0.0;11875.0;37500.0;51035.0;4625.0;42161.0;both;Aiuaba - CE;104668.0;101225.0;16197.0;16.0;both
2300408;Aiuaba - CE;2018;4860.0;8777.0;8777.0;0.0;14255.0;46875.0;63794.0;4870.0;44269.0;both;Aiuaba - CE;112897.0;109639.0;18583.0;16.95;both
2300408;Aiuaba - CE;2019;3978.0;8715.0;8715.0;0.0;13500.0;47675.0;60606.0;4770.0;46480.0;both;Aiuaba - CE;129382.0;124654.0;20963.0;16.82;both
2300408;Aiuaba - CE;2020;10130.0;9663.0;9663.0;0.0;13700.0;50060.0;63600.0;4530.0;41830.0;both;Aiuaba - CE;151775.0;147480.0;37622.0;25.51;both
2300408;Aiuaba - CE;2021;5195.0;8266.0;8266.0;0.0;12604.0;46000.0;57876.0;4710.0;40128.0;both;Aiuaba - CE;151596.0;146248.0;34133.0;23.34;both
2300408;Aiuaba - CE;2022;3954.0;7317.0;7317.0;0.0;12865.0;49957.0;62340.0;5166.0;41787.0;both;Aiuaba - CE;146744.0;;;;both
2300408;Aiuaba - CE;2023;4593.0;7662.0;7662.0;0.0;13500.0;53852.0;66695.0;6020.0;43876.0;both;Aiuaba - CE;169076.0;;;;both
2300408;Aiuaba - CE;2024;7029.0;6792.0;6792.0;0.0;14774.0;45774.0;79367.0;7103.0;52651.0;both;;;;;;left_only
2300507;Alcântaras - CE;2003;5859.0;5932.0;5932.0;0.0;3058.0;613.0;41.0;2801.0;36779.0;both;Alcântaras - CE;17349.0;17076.0;5001.0;29.28;both
2300507;Alcântaras - CE;2004;6114.0;5343.0;5343.0;0.0;3097.0;625.0;42.0;2857.0;37340.0;both;Alcântaras - CE;17539.0;17172.0;4058.0;23.63;both
2300507;Alcântaras - CE;2005;5437.0;5489.0;5489.0;0.0;3068.0;650.0;45.0;2840.0;35500.0;both;Alcântaras - CE;21533.0;21005.0;4807.0;22.88;both
2300507;Alcântaras - CE;2006;6680.0;5877.0;5877.0;0.0;3075.0;673.0;67.0;2875.0;34784.0;both;Alcântaras - CE;22937.0;22255.0;4740.0;21.3;both
2300507;Alcântaras - CE;2007;6763.0;6012.0;6012.0;0.0;3083.0;701.0;60.0;2880.0;34794.0;both;Alcântaras - CE;26489.0;25872.0;5092.0;19.68;both
2300507;Alcântaras - CE;2008;6934.0;6038.0;6038.0;0.0;3079.0;688.0;64.0;2878.0;34789.0;both;Alcântaras - CE;29317.0;28660.0;5150.0;17.97;both
2300507;Alcântaras - CE;2009;6093.0;6063.0;6060.0;0.0004948045522018552;3218.0;685.0;69.0;3059.0;35708.0;both;Alcântaras - CE;32916.0;32230.0;4412.0;13.69;both
2300507;Alcântaras - CE;2010;4090.0;6844.0;6844.0;0.0;3238.0;692.0;71.0;3076.0;35788.0;both;Alcântaras - CE;37015.0;36024.0;3789.0;10.52;both
2300507;Alcântaras - CE;2011;8501.0;6749.0;6749.0;0.0;3249.0;703.0;65.0;3090.0;35628.0;both;Alcântaras - CE;45163.0;44093.0;6262.0;14.2;both
2300507;Alcântaras - CE;2012;4311.0;5789.0;5789.0;0.0;3015.0;684.0;58.0;2781.0;35271.0;both;Alcântaras - CE;45214.0;43965.0;4473.0;10.17;both
2300507;Alcântaras - CE;2013;3881.0;4275.0;4275.0;0.0;2906.0;570.0;294.0;2583.0;36544.0;both;Alcântaras - CE;47742.0;46132.0;3655.0;7.92;both
2300507;Alcântaras - CE;2014;2399.0;3021.0;3021.0;0.0;2901.0;604.0;308.0;2502.0;36547.0;both;Alcântaras - CE;59834.0;58564.0;4660.0;7.96;both
2300507;Alcântaras - CE;2015;1621.0;2881.0;2881.0;0.0;2951.0;660.0;427.0;2701.0;38009.0;both;Alcântaras - CE;59306.0;57807.0;3998.0;6.92;both
2300507;Alcântaras - CE;2016;841.0;3013.0;3013.0;0.0;2066.0;658.0;390.0;2970.0;41810.0;both;Alcântaras - CE;59520.0;57749.0;4395.0;7.61;both
2300507;Alcântaras - CE;2017;1332.0;2186.0;2179.0;0.003202195791399798;2000.0;806.0;395.0;3290.0;40000.0;both;Alcântaras - CE;69284.0;67080.0;5596.0;8.34;both
2300507;Alcântaras - CE;2018;1521.0;2584.0;2584.0;0.0;1200.0;443.0;120.0;4705.0;24000.0;both;Alcântaras - CE;76963.0;75123.0;5777.0;7.69;both
2300507;Alcântaras - CE;2019;1622.0;2620.0;2620.0;0.0;1145.0;456.0;114.0;4470.0;24480.0;both;Alcântaras - CE;81663.0;78905.0;6176.0;7.83;both
2300507;Alcântaras - CE;2020;1700.0;2657.0;2657.0;0.0;1140.0;500.0;120.0;4700.0;24600.0;both;Alcântaras - CE;91576.0;88476.0;7667.0;8.67;both
2300507;Alcântaras - CE;2021;1448.0;2670.0;2670.0;0.0;910.0;450.0;115.0;4400.0;24300.0;both;Alcântaras - CE;98202.0;94203.0;8402.0;8.92;both
2300507;Alcântaras - CE;2022;1062.0;2645.0;2645.0;0.0;937.0;470.0;100.0;4524.0;24596.0;both;Alcântaras - CE;105770.0;;;;both
2300507;Alcântaras - CE;2023;1000.0;2426.0;2426.0;0.0;877.0;456.0;94.0;4700.0;22538.0;both;Alcântaras - CE;115643.0;;;;both
2300507;Alcântaras - CE;2024;1237.0;2278.0;2278.0;0.0;815.0;420.0;87.0;4489.0;21411.0;both;;;;;;left_only
2300606;Altaneira - CE;2003;2130.0;1194.0;1194.0;0.0;1715.0;267.0;78.0;886.0;14247.0;both;Altaneira - CE;10409.0;10043.0;1579.0;15.72;both
2300606;Altaneira - CE;2004;1622.0;925.0;925.0;0.0;2359.0;295.0;159.0;912.0;14247.0;both;Altaneira - CE;11469.0;11026.0;1556.0;14.11;both
2300606;Altaneira - CE;2005;1702.0;1025.0;1025.0;0.0;2421.0;311.0;174.0;935.0;14108.0;both;Altaneira - CE;12431.0;11901.0;1851.0;15.55;both
2300606;Altaneira - CE;2006;2946.0;1093.0;1093.0;0.0;2509.0;332.0;191.0;946.0;14283.0;both;Altaneira - CE;15410.0;14828.0;2406.0;16.23;both
2300606;Altaneira - CE;2007;1630.0;1965.0;1965.0;0.0;2701.0;364.0;377.0;945.0;15014.0;both;Altaneira - CE;17005.0;16406.0;2487.0;15.16;both
2300606;Altaneira - CE;2008;3206.0;1972.0;1972.0;0.0;2775.0;392.0;411.0;982.0;15584.0;both;Altaneira - CE;20859.0;20116.0;3803.0;18.9;both
2300606;Altaneira - CE;2009;3298.0;1964.0;1964.0;0.0;2891.0;511.0;429.0;1046.0;15788.0;both;Altaneira - CE;22710.0;21963.0;3302.0;15.04;both
2300606;Altaneira - CE;2010;800.0;2318.0;2318.0;0.0;2905.0;515.0;437.0;1050.0;15873.0;both;Altaneira - CE;23342.0;22374.0;2195.0;9.81;both
2300606;Altaneira - CE;2011;2990.0;1671.0;1671.0;0.0;3011.0;596.0;479.0;1153.0;16782.0;both;Altaneira - CE;28775.0;27930.0;3897.0;13.95;both
2300606;Altaneira - CE;2012;1252.0;1581.0;1577.0;0.0025300442757748565;4064.0;759.0;587.0;1057.0;15325.0;both;Altaneira - CE;33982.0;32622.0;5281.0;16.19;both
2300606;Altaneira - CE;2013;631.0;1605.0;1605.0;0.0;3813.0;900.0;1040.0;1162.0;17164.0;both;Altaneira - CE;37585.0;36273.0;5554.0;15.31;both
2300606;Altaneira - CE;2014;2461.0;1387.0;1387.0;0.0;4178.0;938.0;1134.0;1214.0;19051.0;both;Altaneira - CE;47454.0;46152.0;9849.0;21.34;both
2300606;Altaneira - CE;2015;895.0;977.0;975.0;0.0020470829068577334;4049.0;900.0;1000.0;1100.0;18000.0;both;Altaneira - CE;43730.0;42151.0;4365.0;10.35;both
2300606;Altaneira - CE;2016;155.0;1513.0;1513.0;0.0;2835.0;630.0;700.0;605.0;4500.0;both;Altaneira - CE;45370.0;43602.0;2785.0;6.39;both
2300606;Altaneira - CE;2017;1392.0;1111.0;1111.0;0.0;3200.0;400.0;380.0;1100.0;13000.0;both;Altaneira - CE;53087.0;51192.0;6055.0;11.83;both
2300606;Altaneira - CE;2018;1065.0;872.0;872.0;0.0;3250.0;380.0;450.0;1550.0;17000.0;both;Altaneira - CE;51200.0;49207.0;4026.0;8.18;both
2300606;Altaneira - CE;2019;1384.0;749.0;749.0;0.0;3412.0;399.0;495.0;1674.0;17850.0;both;Altaneira - CE;58420.0;56093.0;4191.0;7.47;both
2300606;Altaneira - CE;2020;2321.0;991.0;991.0;0.0;3512.0;415.0;520.0;1600.0;17500.0;both;Altaneira - CE;65822.0;63551.0;6678.0;10.51;both
2300606;Altaneira - CE;2021;2225.0;1184.0;1184.0;0.0;3335.0;340.0;620.0;1900.0;21000.0;both;Altaneira - CE;74654.0;72082.0;9574.0;13.28;both
2300606;Altaneira - CE;2022;2191.0;1273.0;1273.0;0.0;3202.0;310.0;500.0;1700.0;14000.0;both;Altaneira - CE;82201.0;;;;both
2300606;Altaneira - CE;2023;1260.0;1160.0;1160.0;0.0;3362.0;270.0;450.0;1870.0;16100.0;both;Altaneira - CE;92128.0;;;;both
2300606;Altaneira - CE;2024;1998.0;1318.0;1318.0;0.0;3500.0;573.0;650.0;2000.0;18000.0;both;;;;;;left_only
