territorio_codigo;territorio_nome_x;ano_codigo;qtd_produzida_total_t;area_plantada_total_ha;area_colhida_total_ha;taxa_frustracao_safra;efetivo_bovino_cab;efetivo_caprino_cab;efetivo_ovino_cab;efetivo_suino_cab;efetivo_galinaceo_cab;_m_pam_ppm;territorio_nome_y;pib_correntes_mil_r;vab_total_mil_r;vab_agro_mil_r;participacao_vab_agro_pct;_m_com_pib
2303006;Caridade - CE;2014;2595.0;4201.0;4201.0;0.0;6608.0;2859.0;8491.0;4282.0;15909.0;both;Caridade - CE;101595.0;97229.0;6637.0;6.83;both
2303006;Caridade - CE;2015;2160.0;9782.0;9782.0;0.0;6470.0;2920.0;8530.0;4120.0;15715.0;both;Caridade - CE;111431.0;106993.0;8881.0;8.3;both
2303006;Caridade - CE;2016;1158.0;7168.0;7168.0;0.0;5510.0;2870.0;8840.0;3980.0;15820.0;both;Caridade - CE;116149.0;110936.0;9603.0;8.66;both
2303006;Caridade - CE;2017;3728.0;12029.0;12023.0;0.000498794579765538;4999.0;6183.0;13812.0;14123.0;122698.0;both;Caridade - CE;126878.0;121675.0;14708.0;12.09;both
2303006;Caridade - CE;2018;8396.0;13049.0;13049.0;0.0;5093.0;6059.0;13570.0;15253.0;125017.0;both;Caridade - CE;129629.0;125431.0;18977.0;15.13;both
2303006;Caridade - CE;2019;9000.0;13409.0;13409.0;0.0;5298.0;5994.0;13218.0;15052.0;126114.0;both;Caridade - CE;154519.0;148958.0;25515.0;17.13;both
2303006;Caridade - CE;2020;6542.0;15210.0;15210.0;0.0;5425.0;6086.0;13525.0;14754.0;127414.0;both;Caridade - CE;181529.0;171765.0;26090.0;15.19;both
2303006;Caridade - CE;2021;2988.0;14810.0;14810.0;0.0;5537.0;6190.0;13829.0;15073.0;128961.0;both;Caridade - CE;186169.0;172609.0;20721.0;12.0;both
2303006;Caridade - CE;2022;6207.0;15710.0;15710.0;0.0;5691.0;6137.0;14365.0;19273.0;146994.0;both;Caridade - CE;187437.0;;;;both
2303006;Caridade - CE;2023;3856.0;16311.0;16311.0;0.0;5406.0;5401.0;16089.0;20718.0;132284.0;both;Caridade - CE;209728.0;;;;both
2303006;Caridade - CE;2024;6102.0;16415.0;16415.0;0.0;5198.0;5301.0;15791.0;21177.0;129638.0;both;;;;;;left_only
2303105;Cariré - CE;2003;8333.0;11610.0;11610.0;0.0;17764.0;5617.0;13287.0;13664.0;41251.0;both;Cariré - CE;38807.0;37962.0;14869.0;39.17;both
2303105;Cariré - CE;2004;6373.0;11824.0;11824.0;0.0;17980.0;6116.0;14180.0;13856.0;42300.0;both;Cariré - CE;35760.0;34620.0;10352.0;29.9;both
2303105;Cariré - CE;2005;5215.0;12403.0;12403.0;0.0;18104.0;6193.0;14558.0;13875.0;42477.0;both;Cariré - CE;39303.0;37883.0;9947.0;26.26;both
2303105;Cariré - CE;2006;8704.0;12827.0;12827.0;0.0;18052.0;6280.0;14497.0;13819.0;42514.0;both;Cariré - CE;45401.0;43885.0;12808.0;29.19;both
2303105;Cariré - CE;2007;8346.0;12957.0;12957.0;0.0;18091.0;6309.0;14518.0;13868.0;42555.0;both;Cariré - CE;48583.0;47190.0;12563.0;26.62;both
2303105;Cariré - CE;2008;8352.0;13050.0;13050.0;0.0;18072.0;6295.0;14508.0;13845.0;42536.0;both;Cariré - CE;58490.0;56708.0;15233.0;26.86;both
2303105;Cariré - CE;2009;5582.0;13145.0;13145.0;0.0;18080.0;6284.0;14477.0;13614.0;42714.0;both;Cariré - CE;62550.0;59615.0;12427.0;20.85;both
2303105;Cariré - CE;2010;4158.0;9474.0;9474.0;0.0;18257.0;6657.0;14821.0;13728.0;43522.0;both;Cariré - CE;68506.0;64583.0;11207.0;17.35;both
2303105;Cariré - CE;2011;6249.0;7827.0;7827.0;0.0;13899.0;6857.0;15191.0;14071.0;44609.0;both;Cariré - CE;77109.0;74230.0;14322.0;19.29;both
2303105;Cariré - CE;2012;2842.0;7495.0;7495.0;0.0;14690.0;7251.0;15895.0;15180.0;45455.0;both;Cariré - CE;78563.0;75410.0;11463.0;15.2;both
2303105;Cariré - CE;2013;905.0;5985.0;5985.0;0.0;13378.0;7381.0;15324.0;12332.0;41365.0;both;Cariré - CE;86581.0;83303.0;11044.0;13.26;both
2303105;Cariré - CE;2014;1163.0;5101.0;5091.0;0.001960399921584033;13696.0;7516.0;15314.0;11896.0;43412.0;both;Cariré - CE;99224.0;95632.0;13146.0;13.75;both
2303105;Cariré - CE;2015;1666.0;6359.0;6357.0;0.00031451486082711977;13700.0;7720.0;15315.0;11898.0;43415.0;both;Cariré - CE;110727.0;106407.0;15082.0;14.17;both
2303105;Cariré - CE;2016;1763.0;6979.0;6979.0;0.0;13380.0;7256.0;14492.0;10735.0;38939.0;both;Cariré - CE;119520.0;114666.0;17295.0;15.08;both
2303105;Cariré - CE;2017;5293.0;7198.0;7198.0;0.0;14049.0;7909.0;14927.0;11272.0;40885.0;both;Cariré - CE;141115.0;135606.0;26679.0;19.67;both
2303105;Cariré - CE;2018;6645.0;7444.0;7444.0;0.0;15453.0;8304.0;15374.0;9581.0;49062.0;both;Cariré - CE;155243.0;149324.0;35377.0;23.69;both
2303105;Cariré - CE;2019;5457.0;7253.0;7253.0;0.0;17507.0;8588.0;16136.0;7377.0;52117.0;both;Cariré - CE;163447.0;156070.0;36413.0;23.33;both
2303105;Cariré - CE;2020;5771.0;7422.0;7422.0;0.0;14756.0;8784.0;17247.0;8654.0;53832.0;both;Cariré - CE;175185.0;167923.0;40610.0;24.18;both
2303105;Cariré - CE;2021;6549.0;7323.0;7323.0;0.0;14608.0;4392.0;14142.0;6923.0;40374.0;both;Cariré - CE;193105.0;184816.0;54357.0;29.41;both
2303105;Cariré - CE;2022;5369.0;7858.0;7858.0;0.0;14973.0;4050.0;13190.0;6760.0;42500.0;both;Cariré - CE;208196.0;;;;both
2303105;Cariré - CE;2023;4020.0;7090.0;7090.0;0.0;15741.0;3871.0;12743.0;6987.0;43497.0;both;Cariré - CE;244538.0;;;;both
2303105;Cariré - CE;2024;5769.0;7183.0;7183.0;0.0;17236.0;3406.0;11469.0;6485.0;45671.0;both;;;;;;left_only
2303204;Caririaçu - CE;2003;14092.0;7006.0;7006.0;0.0;10008.0;3879.0;1250.0;6055.0;80134.0;both;Caririaçu - CE;51641.0;50353.0;15120.0;30.03;both
2303204;Caririaçu - CE;2004;9479.0;6805.0;6643.0;0.023806024981631202;10298.0;3956.0;1312.0;6171.0;82401.0;both;Caririaçu - CE;51675.0;50061.0;11538.0;23.05;both
2303204;Caririaçu - CE;2005;6098.0;3056.0;3056.0;0.0;10622.0;4110.0;1347.0;6299.0;85411.0;both;Caririaçu - CE;51720.0;49937.0;7843.0;15.71;both
2303204;Caririaçu - CE;2006;12085.0;5320.0;5320.0;0.0;11039.0;4274.0;1381.0;6401.0;87821.0;both;Caririaçu - CE;62799.0;60838.0;13321.0;21.9;both
2303204;Caririaçu - CE;2007;6930.0;7033.0;7033.0;0.0;11392.0;4411.0;1411.0;6488.0;89753.0;both;Caririaçu - CE;64501.0;62484.0;9974.0;15.96;both
2303204;Caririaçu - CE;2008;10475.0;7170.0;7170.0;0.0;11757.0;4552.0;1442.0;6576.0;91727.0;both;Caririaçu - CE;82488.0;80174.0;20688.0;25.8;both
2303204;Caririaçu - CE;2009;10856.0;7268.0;7268.0;0.0;11898.0;4607.0;1459.0;6599.0;92828.0;both;Caririaçu - CE;93436.0;91197.0;20251.0;22.21;both
2303204;Caririaçu - CE;2010;3019.0;6922.0;6922.0;0.0;12267.0;4768.0;1487.0;6782.0;96385.0;both;Caririaçu - CE;100203.0;96217.0;10879.0;11.31;both
2303204;Caririaçu - CE;2011;7877.0;6996.0;6996.0;0.0;12647.0;4935.0;1516.0;6971.0;100078.0;both;Caririaçu - CE;110101.0;105524.0;18641.0;17.67;both
2303204;Caririaçu - CE;2012;2305.0;3882.0;3882.0;0.0;15514.0;5108.0;1546.0;7164.0;103913.0;both;Caririaçu - CE;110841.0;105556.0;12478.0;11.82;both
2303204;Caririaçu - CE;2013;1890.0;2470.0;2470.0;0.0;14292.0;5228.0;1586.0;6459.0;104209.0;both;Caririaçu - CE;130863.0;126361.0;12307.0;9.74;both
2303204;Caririaçu - CE;2014;4243.0;2470.0;2470.0;0.0;14435.0;4966.0;1697.0;5684.0;101083.0;both;Caririaçu - CE;155775.0;150594.0;18895.0;12.55;both
2303204;Caririaçu - CE;2015;994.0;2245.0;2245.0;0.0;12724.0;3978.0;1974.0;5018.0;101572.0;both;Caririaçu - CE;156561.0;150196.0;12840.0;8.55;both
2303204;Caririaçu - CE;2016;500.0;2177.0;2177.0;0.0;11987.0;3600.0;1700.0;4399.0;82000.0;both;Caririaçu - CE;177432.0;170678.0;25489.0;14.93;both
2303204;Caririaçu - CE;2017;2848.0;2926.0;2926.0;0.0;10000.0;3000.0;1678.0;3500.0;55000.0;both;Caririaçu - CE;199735.0;192476.0;30272.0;15.73;both
2303204;Caririaçu - CE;2018;2322.0;2465.0;2465.0;0.0;12600.0;3053.0;1720.0;3542.0;55300.0;both;Caririaçu - CE;205795.0;198787.0;43669.0;21.97;both
2303204;Caririaçu - CE;2019;1840.0;2500.0;2500.0;0.0;14000.0;3200.0;1800.0;5000.0;56000.0;both;Caririaçu - CE;209969.0;201632.0;34755.0;17.24;both
2303204;Caririaçu - CE;2020;3347.0;2469.0;2469.0;0.0;15400.0;3235.0;1890.0;5050.0;61600.0;both;Caririaçu - CE;248330.0;239882.0;56295.0;23.47;both
2303204;Caririaçu - CE;2021;2677.0;2894.0;2894.0;0.0;15595.0;3620.0;1945.0;6275.0;61700.0;both;Caririaçu - CE;253127.0;242479.0;46161.0;19.04;both
2303204;Caririaçu - CE;2022;2474.0;2535.0;2535.0;0.0;15634.0;3665.0;2003.0;6350.0;62934.0;both;Caririaçu - CE;271670.0;;;;both
2303204;Caririaçu - CE;2023;1363.0;2556.0;2556.0;0.0;16312.0;3701.0;2043.0;6445.0;64934.0;both;Caririaçu - CE;295136.0;;;;both
2303204;Caririaçu - CE;2024;2675.0;2613.0;2613.0;0.0;16720.0;3750.0;2115.0;6790.0;65650.0;both;;;;;;left_only
2303303;Cariús - CE;2003;6196.0;4833.0;4833.0;0.0;11806.0;810.0;2214.0;6279.0;85190.0;both;Cariús - CE;32253.0;31399.0;8998.0;28.66;both
2303303;Cariús - CE;2004;5146.0;4869.0;4869.0;0.0;11971.0;718.0;2258.0;6359.0;86316.0;both;Cariús - CE;34809.0;33654.0;8134.0;24.17;both
2303303;Cariús - CE;2005;2529.0;3795.0;3795.0;0.0;11900.0;710.0;2235.0;6295.0;84589.0;both;Cariús - CE;35490.0;34134.0;5229.0;15.32;both
2303303;Cariús - CE;2006;6234.0;4437.0;4437.0;0.0;12150.0;782.0;2378.0;6340.0;85688.0;both;Cariús - CE;40323.0;38876.0;8127.0;20.9;both
2303303;Cariús - CE;2007;3531.0;4689.0;4689.0;0.0;13400.0;790.0;2401.0;7013.0;81403.0;both;Cariús - CE;44143.0;42607.0;6858.0;16.1;both
2303303;Cariús - CE;2008;4493.0;4765.0;4765.0;0.0;13440.0;797.0;2425.0;6171.0;71633.0;both;Cariús - CE;52930.0;51232.0;9207.0;17.97;both
2303303;Cariús - CE;2009;5017.0;4899.0;4899.0;0.0;13574.0;757.0;2303.0;5862.0;68051.0;both;Cariús - CE;58150.0;56210.0;9169.0;16.31;both
2303303;Cariús - CE;2010;3035.0;3777.0;3777.0;0.0;13125.0;750.0;2279.0;5686.0;65919.0;both;Cariús - CE;67280.0;64616.0;9262.0;14.33;both
2303303;Cariús - CE;2011;6272.0;4729.0;4729.0;0.0;15494.0;746.0;2268.0;5657.0;65386.0;both;Cariús - CE;74999.0;72132.0;12981.0;18.0;both
2303303;Cariús - CE;2012;2541.0;4668.0;4665.0;0.0006426735218508783;18217.0;709.0;2132.0;5600.0;64681.0;both;Cariús - CE;69583.0;67627.0;10079.0;14.9;both
2303303;Cariús - CE;2013;2102.0;2367.0;2364.0;0.0012674271229404788;19084.0;1000.0;2000.0;2000.0;61446.0;both;Cariús - CE;81832.0;78665.0;10411.0;13.24;both
2303303;Cariús - CE;2014;9248.0;4498.0;4498.0;0.0;19551.0;533.0;3784.0;2940.0;61000.0;both;Cariús - CE;107209.0;103948.0;23578.0;22.68;both
2303303;Cariús - CE;2015;2803.0;4379.0;4376.0;0.0006850879196163007;18621.0;540.0;4154.0;2580.0;54900.0;both;Cariús - CE;104195.0;100017.0;15563.0;15.56;both
2303303;Cariús - CE;2016;4440.0;3836.0;3826.0;0.002606882168926017;18508.0;906.0;4921.0;7000.0;52155.0;both;Cariús - CE;129647.0;124887.0;29179.0;23.36;both
2303303;Cariús - CE;2017;3667.0;4021.0;4021.0;0.0;16000.0;778.0;3840.0;2907.0;45274.0;both;Cariús - CE;138687.0;132943.0;28785.0;21.65;both
2303303;Cariús - CE;2018;9549.0;5160.0;5160.0;0.0;18000.0;1000.0;4000.0;3000.0;90000.0;both;Cariús - CE;141766.0;137148.0;34865.0;25.42;both
2303303;Cariús - CE;2019;4994.0;1990.0;1990.0;0.0;19500.0;1050.0;4200.0;3800.0;85000.0;both;Cariús - CE;144539.0;138125.0;27869.0;20.18;both
2303303;Cariús - CE;2020;10742.0;2745.0;2745.0;0.0;21573.0;1450.0;4800.0;4500.0;87000.0;both;Cariús - CE;164688.0;158547.0;43397.0;27.37;both
2303303;Cariús - CE;2021;6118.0;1504.0;1504.0;0.0;22154.0;2000.0;5000.0;4000.0;223635.0;both;Cariús - CE;180984.0;173220.0;51365.0;29.65;both
2303303;Cariús - CE;2022;4658.0;1247.0;1001.0;0.19727345629510828;22988.0;2200.0;5750.0;3200.0;228107.0;both;Cariús - CE;193985.0;;;;both
2303303;Cariús - CE;2023;7164.0;1673.0;1673.0;0.0;27589.0;1458.0;6189.0;3146.0;211748.0;both;Cariús - CE;229771.0;;;;both
2303303;Cariús - CE;2024;5390.0;1547.0;1547.0;0.0;28362.0;874.0;6387.0;3184.0;229429.0;both;;;;;;left_only
2303402;Carnaubal - CE;2003;12906.0;2118.0;2118.0;0.0;3125.0;2910.0;915.0;3566.0;13442.0;both;Carnaubal - CE;25762.0;24830.0;4388.0;17.67;both
2303402;Carnaubal - CE;2004;11804.0;2139.0;2139.0;0.0;3040.0;3400.0;1010.0;3660.0;14000.0;both;Carnaubal - CE;29397.0;28187.0;5384.0;19.1;both
2303402;Carnaubal - CE;2005;14079.0;4276.0;4276.0;0.0;2921.0;3706.0;952.0;3730.0;13508.0;both;Carnaubal - CE;34385.0;33073.0;6747.0;20.4;both
2303402;Carnaubal - CE;2006;15129.0;4746.0;4746.0;0.0;3140.0;3980.0;1130.0;3685.0;13710.0;both;Carnaubal - CE;39827.0;38288.0;9203.0;24.04;both
2303402;Carnaubal - CE;2007;14818.0;3751.0;3751.0;0.0;3730.0;4179.0;1186.0;3890.0;14532.0;both;Carnaubal - CE;39612.0;38194.0;7339.0;19.21;both
2303402;Carnaubal - CE;2008;18834.0;4844.0;4844.0;0.0;3779.0;4250.0;1320.0;4550.0;15880.0;both;Carnaubal - CE;50434.0;48786.0;10439.0;21.4;both
2303402;Carnaubal - CE;2009;16958.0;5232.0;5232.0;0.0;3920.0;4500.0;1400.0;4850.0;16850.0;both;Carnaubal - CE;56951.0;55271.0;10604.0;19.19;both
2303402;Carnaubal - CE;2010;17156.0;2947.0;2932.0;0.005089921954530063;4100.0;4100.0;1300.0;4730.0;17395.0;both;Carnaubal - CE;63877.0;61450.0;10247.0;16.68;both
2303402;Carnaubal - CE;2011;22421.0;6205.0;6205.0;0.0;4250.0;4000.0;1500.0;4500.0;16800.0;both;Carnaubal - CE;80335.0;77462.0;15943.0;20.58;both
2303402;Carnaubal - CE;2012;12110.0;3435.0;3435.0;0.0;4100.0;3500.0;1600.0;4750.0;16500.0;both;Carnaubal - CE;80918.0;77855.0;11351.0;14.58;both
2303402;Carnaubal - CE;2013;13666.0;3050.0;3050.0;0.0;3500.0;3300.0;1500.0;4350.0;16000.0;both;Carnaubal - CE;89526.0;86680.0;14629.0;16.88;both
2303402;Carnaubal - CE;2014;15378.0;2206.0;2206.0;0.0;3200.0;3100.0;1400.0;4100.0;15000.0;both;Carnaubal - CE;102348.0;99210.0;14250.0;14.36;both
2303402;Carnaubal - CE;2015;4547.0;1535.0;1535.0;0.0;2200.0;4200.0;1500.0;4200.0;13000.0;both;Carnaubal - CE;96758.0;93094.0;5698.0;6.12;both
2303402;Carnaubal - CE;2016;5242.0;1960.0;1960.0;0.0;2800.0;4500.0;1600.0;4350.0;15000.0;both;Carnaubal - CE;108308.0;103726.0;8622.0;8.31;both
2303402;Carnaubal - CE;2017;5460.0;1526.0;1526.0;0.0;2700.0;3750.0;1520.0;3800.0;12800.0;both;Carnaubal - CE;119644.0;114425.0;10836.0;9.47;both
2303402;Carnaubal - CE;2018;6880.0;2310.0;2310.0;0.0;2100.0;3600.0;1600.0;3500.0;15000.0;both;Carnaubal - CE;121779.0;117314.0;12206.0;10.4;both
2303402;Carnaubal - CE;2019;8353.0;2155.0;2155.0;0.0;2200.0;4000.0;1700.0;4000.0;20000.0;both;Carnaubal - CE;131300.0;125527.0;12906.0;10.28;both
2303402;Carnaubal - CE;2020;8992.0;1826.0;1826.0;0.0;2532.0;4453.0;1612.0;4720.0;18000.0;both;Carnaubal - CE;153577.0;146945.0;15084.0;10.27;both
2303402;Carnaubal - CE;2021;10900.0;2067.0;2067.0;0.0;2160.0;7500.0;2100.0;6200.0;22300.0;both;Carnaubal - CE;166772.0;158216.0;17685.0;11.18;both
2303402;Carnaubal - CE;2022;11611.0;2782.0;2782.0;0.0;2400.0;7650.0;2200.0;6300.0;25000.0;both;Carnaubal - CE;185440.0;;;;both
2303402;Carnaubal - CE;2023;13552.0;4198.0;4198.0;0.0;2534.0;9055.0;2248.0;6620.0;26268.0;both;Carnaubal - CE;210865.0;;;;both
2303402;Carnaubal - CE;2024;13969.0;3882.0;3882.0;0.0;2280.0;7606.0;1866.0;5429.0;21540.0;both;;;;;;left_only
2303501;Cascavel - CE;2003;36512.0;24304.0;24304.0;0.0;8133.0;988.0;7224.0;5484.0;931736.0;both;Cascavel - CE;262871.0;239647.0;21926.0;9.15;both
2303501;Cascavel - CE;2004;50863.0;24614.0;24614.0;0.0;8328.0;1039.0;7708.0;5667.0;931053.0;both;Cascavel - CE;345338.0;319549.0;24299.0;7.6;both
2303501;Cascavel - CE;2005;48918.0;24799.0;24799.0;0.0;8644.0;1128.0;8587.0;5925.0;966454.0;both;Cascavel - CE;353426.0;328182.0;25056.0;7.63;both
2303501;Cascavel - CE;2006;56641.0;25357.0;25357.0;0.0;8921.0;1195.0;9145.0;6131.0;1071959.0;both;Cascavel - CE;308125.0;285578.0;28795.0;10.08;both
2303501;Cascavel - CE;2007;57334.0;25528.0;25528.0;0.0;9188.0;1267.0;9739.0;6315.0;1092900.0;both;Cascavel - CE;301473.0;279563.0;28640.0;10.24;both
2303501;Cascavel - CE;2008;67673.0;27298.0;27298.0;0.0;9464.0;1325.0;10155.0;6551.0;1125495.0;both;Cascavel - CE;393873.0;363771.0;36217.0;9.96;both
2303501;Cascavel - CE;2009;65130.0;26700.0;26515.0;0.006928838951310912;9719.0;1366.0;10500.0;6797.0;1184000.0;both;Cascavel - CE;402209.0;372429.0;35111.0;9.43;both
2303501;Cascavel - CE;2010;63847.0;25100.0;25100.0;0.0;10015.0;1408.0;10867.0;7040.0;1213527.0;both;Cascavel - CE;477434.0;436464.0;39408.0;9.03;both
2303501;Cascavel - CE;2011;68879.0;28081.0;28081.0;0.0;10325.0;1457.0;11280.0;7305.0;1228722.0;both;Cascavel - CE;521580.0;479584.0;50646.0;10.56;both
2303501;Cascavel - CE;2012;64884.0;26884.0;26884.0;0.0;10655.0;1518.0;11776.0;7566.0;1271513.0;both;Cascavel - CE;580004.0;531946.0;49445.0;9.3;both
2303501;Cascavel - CE;2013;78499.0;27079.0;27079.0;0.0;10347.0;1613.0;12581.0;7341.0;1298754.0;both;Cascavel - CE;640554.0;587049.0;57661.0;9.82;both
2303501;Cascavel - CE;2014;75710.0;21589.0;21589.0;0.0;9346.0;1734.0;13126.0;7542.0;1398672.0;both;Cascavel - CE;777588.0;715630.0;63921.0;8.93;both
2303501;Cascavel - CE;2015;47804.0;26424.0;26424.0;0.0;8304.0;2034.0;14178.0;7764.0;1524378.0;both;Cascavel - CE;822905.0;756268.0;69416.0;9.18;both
2303501;Cascavel - CE;2016;62510.0;26232.0;26232.0;0.0;8145.0;2286.0;14642.0;7923.0;1643826.0;both;Cascavel - CE;874540.0;802999.0;85005.0;10.59;both
2303501;Cascavel - CE;2017;52669.0;15553.0;15553.0;0.0;5997.0;1924.0;8124.0;5124.0;1668904.0;both;Cascavel - CE;896071.0;824685.0;103289.0;12.52;both
2303501;Cascavel - CE;2018;53197.0;13116.0;13116.0;0.0;6095.0;2004.0;8187.0;5246.0;1456237.0;both;Cascavel - CE;751069.0;698477.0;96943.0;13.88;both
2303501;Cascavel - CE;2019;60926.0;11679.0;11679.0;0.0;6312.0;2056.0;8378.0;5312.0;1566891.0;both;Cascavel - CE;919612.0;842923.0;125273.0;14.86;both
2303501;Cascavel - CE;2020;57651.0;12039.0;12039.0;0.0;6398.0;2126.0;8534.0;5378.0;1713251.0;both;Cascavel - CE;958315.0;881864.0;123222.0;13.97;both
2303501;Cascavel - CE;2021;57283.0;12408.0;12408.0;0.0;6568.0;2287.0;9765.0;5664.0;1718954.0;both;Cascavel - CE;1074377.0;983022.0;127386.0;12.96;both
2303501;Cascavel - CE;2022;59533.0;12393.0;12393.0;0.0;6804.0;2383.0;10361.0;5885.0;1776084.0;both;Cascavel - CE;1182740.0;;;;both
2303501;Cascavel - CE;2023;59607.0;12527.0;12527.0;0.0;6763.0;2543.0;10976.0;6213.0;2050326.0;both;Cascavel - CE;1334364.0;;;;both
2303501;Cascavel - CE;2024;59503.0;12571.0;12571.0;0.0;7065.0;2756.0;11987.0;6897.0;2191228.0;both;;;;;;left_only
2303600;Catarina - CE;2003;2942.0;6628.0;6628.0;0.0;10209.0;9180.0;20386.0;9230.0;35025.0;both;Catarina - CE;23375.0;22671.0;5081.0;22.41;both
2303600;Catarina - CE;2004;3303.0;6568.0;6568.0;0.0;10362.0;9205.0;20585.0;9214.0;35674.0;both;Catarina - CE;26817.0;25986.0;5748.0;22.12;both
2303600;Catarina - CE;2005;742.0;2775.0;2775.0;0.0;10053.0;9180.0;19555.0;8764.0;33930.0;both;Catarina - CE;30714.0;29624.0;4100.0;13.84;both
2303600;Catarina - CE;2006;2061.0;4493.0;4493.0;0.0;10002.0;9080.0;19431.0;8301.0;32770.0;both;Catarina - CE;35209.0;34049.0;5481.0;16.1;both
2303600;Catarina - CE;2007;862.0;5265.0;5265.0;0.0;9090.0;8626.0;18459.0;7304.0;28837.0;both;Catarina - CE;36232.0;34939.0;4521.0;12.94;both
2303600;Catarina - CE;2008;4022.0;5556.0;5556.0;0.0;9120.0;8195.0;17536.0;6454.0;27017.0;both;Catarina - CE;46135.0;44637.0;7964.0;17.84;both
2303600;Catarina - CE;2009;2347.0;5609.0;5609.0;0.0;9122.0;1858.0;16659.0;6131.0;25665.0;both;Catarina - CE;48392.0;46875.0;5885.0;12.56;both
2303600;Catarina - CE;2010;1614.0;4191.0;4191.0;0.0;8789.0;1841.0;16493.0;5947.0;24894.0;both;Catarina - CE;58323.0;56295.0;6786.0;12.05;both
2303600;Catarina - CE;2011;4464.0;5197.0;5197.0;0.0;8999.0;1825.0;16480.0;5915.0;24769.0;both;Catarina - CE;65562.0;63050.0;8834.0;14.01;both
2303600;Catarina - CE;2012;577.0;5175.0;5175.0;0.0;9470.0;1733.0;15161.0;5855.0;24520.0;both;Catarina - CE;66068.0;63290.0;5296.0;8.37;both
2303600;Catarina - CE;2013;1435.0;5204.0;5204.0;0.0;8626.0;8259.0;29423.0;4129.0;22067.0;both;Catarina - CE;77238.0;74369.0;7323.0;9.85;both
2303600;Catarina - CE;2014;3816.0;5132.0;5132.0;0.0;8968.0;10075.0;30669.0;4484.0;60000.0;both;Catarina - CE;90472.0;87307.0;8018.0;9.18;both
2303600;Catarina - CE;2015;1611.0;5074.0;5074.0;0.0;8717.0;10278.0;30893.0;4886.0;36000.0;both;Catarina - CE;98351.0;94610.0;7534.0;7.96;both
2303600;Catarina - CE;2016;804.0;3818.0;3818.0;0.0;8815.0;11820.0;29348.0;2932.0;25200.0;both;Catarina - CE;104171.0;99956.0;7466.0;7.47;both
2303600;Catarina - CE;2017;1231.0;3460.0;3460.0;0.0;7541.0;5746.0;14580.0;3382.0;17477.0;both;Catarina - CE;111491.0;107499.0;8998.0;8.37;both
2303600;Catarina - CE;2018;3206.0;3068.0;3068.0;0.0;7465.0;6033.0;16000.0;3780.0;13981.0;both;Catarina - CE;121876.0;118471.0;11876.0;10.02;both
2303600;Catarina - CE;2019;1057.0;2183.0;2183.0;0.0;7690.0;6230.0;16545.0;3875.0;14320.0;both;Catarina - CE;118973.0;114320.0;8482.0;7.42;both
2303600;Catarina - CE;2020;5587.0;3319.0;3319.0;0.0;9464.0;12141.0;41857.0;6072.0;18616.0;both;Catarina - CE;139921.0;135242.0;20063.0;14.83;both
2303600;Catarina - CE;2021;5537.0;3016.0;3016.0;0.0;10784.0;9712.0;30000.0;7286.0;24200.0;both;Catarina - CE;154108.0;148458.0;24702.0;16.64;both
2303600;Catarina - CE;2022;3882.0;3732.0;3732.0;0.0;11857.0;12248.0;43119.0;6384.0;25100.0;both;Catarina - CE;132473.0;;;;both
2303600;Catarina - CE;2023;4049.0;3844.0;3844.0;0.0;12000.0;11822.0;42002.0;6114.0;21335.0;both;Catarina - CE;151959.0;;;;both
2303600;Catarina - CE;2024;2949.0;4734.0;4734.0;0.0;12218.0;10639.0;35700.0;6389.0;22041.0;both;;;;;;left_only
2303659;Catunda - CE;2003;3866.0;9062.0;9062.0;0.0;7350.0;5742.0;9521.0;3840.0;21125.0;both;Catunda - CE;18541.0;17984.0;5519.0;30.69;both
2303659;Catunda - CE;2004;2260.0;10648.0;10543.0;0.009861006761833213;7497.0;5971.0;9901.0;4023.0;21998.0;both;Catunda - CE;17360.0;16723.0;4176.0;24.97;both
2303659;Catunda - CE;2005;3438.0;8771.0;8771.0;0.0;7609.0;6179.0;10139.0;4094.0;22594.0;both;Catunda - CE;20320.0;19602.0;5231.0;26.69;both
2303659;Catunda - CE;2006;7623.0;8404.0;8404.0;0.0;7761.0;6395.0;10443.0;4175.0;23207.0;both;Catunda - CE;27772.0;26942.0;9498.0;35.25;both
2303659;Catunda - CE;2007;3743.0;8863.0;8863.0;0.0;7916.0;6522.0;10651.0;4258.0;23670.0;both;Catunda - CE;25846.0;25045.0;5302.0;21.17;both
2303659;Catunda - CE;2008;7701.0;9484.0;9484.0;0.0;7995.0;6620.0;10811.0;4322.0;24052.0;both;Catunda - CE;36723.0;35730.0;9811.0;27.46;both
2303659;Catunda - CE;2009;4468.0;9503.0;9503.0;0.0;8055.0;6733.0;10995.0;4388.0;24455.0;both;Catunda - CE;36093.0;35046.0;6896.0;19.68;both
2303659;Catunda - CE;2010;4730.0;9459.0;9459.0;0.0;8256.0;6921.0;11269.0;4508.0;25160.0;both;Catunda - CE;44941.0;43180.0;9635.0;22.31;both
2303659;Catunda - CE;2011;11024.0;10919.0;10919.0;0.0;8502.0;7104.0;11579.0;4608.0;26312.0;both;Catunda - CE;62925.0;59891.0;17281.0;28.85;both
2303659;Catunda - CE;2012;4958.0;9383.0;9383.0;0.0;7311.0;6251.0;9957.0;4164.0;22853.0;both;Catunda - CE;49841.0;47647.0;8657.0;18.17;both
