territorio_codigo,territorio_nome,ano_nome,pam_area_colhida_banana,pam_area_colhida_cana,pam_area_colhida_castanha_caju,pam_area_colhida_feijao,pam_area_colhida_mandioca,pam_area_colhida_melao,pam_area_colhida_milho,pam_area_plantada_banana,pam_area_plantada_cana,pam_area_plantada_castanha_caju,pam_area_plantada_feijao,pam_area_plantada_mandioca,pam_area_plantada_melao,pam_area_plantada_milho,pam_quantidade_banana,pam_quantidade_cana,pam_quantidade_castanha_caju,pam_quantidade_feijao,pam_quantidade_mandioca,pam_quantidade_melao,pam_quantidade_milho,pam_rendimento_banana,pam_rendimento_cana,pam_rendimento_castanha_caju,pam_rendimento_feijao,pam_rendimento_mandioca,pam_rendimento_melao,pam_rendimento_milho,pam_valor_banana,pam_valor_cana,pam_valor_castanha_caju,pam_valor_feijao,pam_valor_mandioca,pam_valor_melao,pam_valor_milho,ppm_efetivo_bovino,ppm_efetivo_caprino,ppm_efetivo_galinaceos,ppm_efetivo_ovino,ppm_efetivo_suino,pib_pct_agropecuario_vab,pib_pib,pib_vab_agropecuario,pib_vab_total
2300101,Abaiara - CE,2003,26.0,100.0,10.0,1300.0,8.0,0.0,2800.0,26.0,100.0,10.0,1300.0,8.0,0.0,2800.0,176.0,5500.0,4.0,702.0,83.0,0.0,5236.0,6769.0,55000.0,400.0,540.0,10375.0,0.0,1870.0,56.0,192.0,4.0,917.0,18.0,0.0,1906.0,5311.0,280.0,25403.0,278.0,539.0,34.46,17657.0,5897.0,17110.0
2300101,Abaiara - CE,2004,26.0,80.0,10.0,1333.0,8.0,0.0,2660.0,26.0,80.0,10.0,1520.0,8.0,0.0,2660.0,169.0,4000.0,5.0,445.0,84.0,0.0,2934.0,6500.0,50000.0,500.0,333.0,10500.0,0.0,1103.0,62.0,152.0,6.0,398.0,16.0,0.0,1141.0,5433.0,290.0,26484.0,285.0,555.0,26.28,16808.0,4235.0,16118.0
2300101,Abaiara - CE,2005,27.0,80.0,10.0,532.0,11.0,0.0,1158.0,27.0,80.0,10.0,532.0,11.0,0.0,1158.0,184.0,3360.0,4.0,117.0,132.0,0.0,903.0,6814.0,42000.0,400.0,219.0,12000.0,0.0,779.0,76.0,119.0,4.0,176.0,12.0,0.0,302.0,5615.0,303.0,27762.0,295.0,574.0,18.69,17153.0,3059.0,16367.0
2300101,Abaiara - CE,2006,35.0,60.0,10.0,750.0,11.0,0.0,1440.0,35.0,60.0,10.0,750.0,11.0,0.0,1440.0,525.0,2400.0,3.0,450.0,132.0,0.0,2880.0,15000.0,40000.0,300.0,600.0,12000.0,0.0,2000.0,297.0,97.0,3.0,401.0,11.0,0.0,877.0,5790.0,318.0,28866.0,303.0,587.0,23.04,22869.0,5060.0,21960.0
2300101,Abaiara - CE,2007,35.0,42.0,10.0,1520.0,11.0,0.0,3810.0,35.0,42.0,10.0,1520.0,11.0,0.0,3810.0,415.0,1400.0,3.0,353.0,117.0,0.0,3225.0,11857.0,33333.0,300.0,232.0,10636.0,0.0,846.0,231.0,58.0,2.0,418.0,21.0,0.0,1329.0,5969.0,333.0,30095.0,310.0,600.0,19.74,25383.0,4831.0,24475.0
2300101,Abaiara - CE,2008,38.0,40.0,10.0,988.0,1.0,0.0,1870.0,38.0,40.0,10.0,988.0,1.0,0.0,1870.0,456.0,1480.0,4.0,494.0,11.0,0.0,2805.0,12000.0,37000.0,400.0,500.0,11000.0,0.0,1500.0,269.0,51.0,5.0,856.0,2.0,0.0,1459.0,6094.0,352.0,31677.0,320.0,619.0,21.33,30985.0,6374.0,29878.0
2300101,Abaiara - CE,2009,40.0,35.0,8.0,1200.0,1.0,0.0,2000.0,40.0,35.0,8.0,1200.0,1.0,0.0,2000.0,500.0,1400.0,4.0,648.0,6.0,0.0,3312.0,12500.0,40000.0,500.0,540.0,6000.0,0.0,1656.0,314.0,47.0,4.0,1063.0,2.0,0.0,1244.0,6161.0,368.0,33026.0,327.0,632.0,20.23,34757.0,6786.0,33553.0
2300101,Abaiara - CE,2010,41.0,35.0,8.0,646.0,2.0,0.0,2062.0,41.0,35.0,8.0,646.0,2.0,0.0,2062.0,502.0,1590.0,6.0,48.0,15.0,0.0,1018.0,12243.0,45428.0,750.0,74.0,7500.0,0.0,493.0,327.0,71.0,7.0,105.0,2.0,0.0,449.0,6352.0,381.0,34305.0,333.0,650.0,13.07,36543.0,4573.0,34981.0
2300101,Abaiara - CE,2011,41.0,0.0,8.0,682.0,2.0,0.0,2337.0,41.0,0.0,8.0,682.0,2.0,0.0,2337.0,476.0,0.0,4.0,520.0,21.0,0.0,5150.0,11610.0,0.0,500.0,762.0,10500.0,0.0,2204.0,243.0,0.0,5.0,858.0,4.0,0.0,2987.0,6549.0,394.0,35465.0,344.0,665.0,18.79,50943.0,9219.0,49063.0
2300101,Abaiara - CE,2012,35.0,2.0,12.0,546.0,5.0,0.0,2244.0,35.0,2.0,12.0,546.0,5.0,0.0,2244.0,270.0,90.0,2.0,98.0,9.0,0.0,1571.0,7714.0,45000.0,167.0,179.0,1800.0,0.0,700.0,131.0,5.0,4.0,547.0,3.0,0.0,841.0,7231.0,407.0,36665.0,355.0,680.0,14.39,43079.0,5913.0,41088.0
2300101,Abaiara - CE,2013,35.0,2.0,12.0,464.0,3.0,0.0,1436.0,35.0,2.0,12.0,464.0,3.0,0.0,1436.0,189.0,88.0,4.0,86.0,26.0,0.0,1611.0,5400.0,44000.0,333.0,185.0,8667.0,0.0,1122.0,108.0,7.0,8.0,172.0,12.0,0.0,1208.0,6591.0,457.0,37020.0,375.0,616.0,13.15,50468.0,6353.0,48319.0
2300101,Abaiara - CE,2014,35.0,2.0,12.0,315.0,4.0,0.0,1490.0,35.0,2.0,12.0,315.0,4.0,0.0,1490.0,402.0,89.0,3.0,208.0,46.0,0.0,3284.0,11486.0,44500.0,250.0,660.0,11500.0,0.0,2204.0,247.0,7.0,6.0,421.0,23.0,0.0,2327.0,6254.0,519.0,40720.0,430.0,679.0,15.89,64718.0,9785.0,61591.0
2300101,Abaiara - CE,2015,10.0,2.0,10.0,245.0,5.0,0.0,738.0,10.0,2.0,10.0,245.0,5.0,0.0,738.0,115.0,60.0,2.0,71.0,28.0,0.0,682.0,11500.0,30000.0,200.0,290.0,5600.0,0.0,924.0,77.0,5.0,4.0,142.0,33.0,0.0,423.0,7148.0,591.0,40802.0,475.0,761.0,8.19,66037.0,5100.0,62305.0
2300101,Abaiara - CE,2016,3.0,2.0,6.0,180.0,4.0,0.0,500.0,3.0,2.0,6.0,180.0,4.0,0.0,500.0,22.0,50.0,2.0,11.0,26.0,0.0,240.0,7333.0,25000.0,333.0,61.0,6500.0,0.0,480.0,40.0,4.0,4.0,42.0,23.0,0.0,254.0,7367.0,597.0,36721.0,600.0,871.0,6.4,73672.0,4435.0,69244.0
2300101,Abaiara - CE,2017,6.0,2.0,8.0,1000.0,6.0,0.0,1530.0,6.0,2.0,8.0,1000.0,6.0,0.0,1530.0,53.0,79.0,2.0,500.0,40.0,0.0,5508.0,8833.0,39500.0,250.0,500.0,6667.0,0.0,3600.0,130.0,6.0,4.0,1400.0,37.0,0.0,2970.0,5830.0,320.0,245000.0,1000.0,690.0,16.51,92951.0,14479.0,87703.0
2300101,Abaiara - CE,2018,8.0,2.0,7.0,1055.0,14.0,0.0,1836.0,8.0,2.0,7.0,1055.0,14.0,0.0,1836.0,135.0,80.0,2.0,491.0,155.0,0.0,3966.0,16875.0,40000.0,286.0,465.0,11071.0,0.0,2160.0,236.0,6.0,4.0,1129.0,180.0,0.0,2181.0,8000.0,340.0,247000.0,1060.0,992.0,17.93,87933.0,14946.0,83369.0
2300101,Abaiara - CE,2019,14.0,2.0,7.0,1030.0,8.0,0.0,1590.0,14.0,2.0,7.0,1030.0,8.0,0.0,1590.0,266.0,79.0,3.0,206.0,123.0,0.0,1018.0,19000.0,39500.0,429.0,200.0,15375.0,0.0,640.0,399.0,6.0,6.0,476.0,123.0,0.0,611.0,8400.0,1000.0,270000.0,5000.0,2500.0,12.61,94460.0,11290.0,89531.0
2300101,Abaiara - CE,2020,19.0,2.0,7.0,900.0,9.0,0.0,1600.0,19.0,2.0,7.0,900.0,9.0,0.0,1600.0,354.0,94.0,2.0,432.0,150.0,0.0,3931.0,18632.0,47000.0,286.0,480.0,16667.0,0.0,2457.0,506.0,6.0,7.0,1696.0,180.0,0.0,3066.0,9000.0,1250.0,273000.0,5250.0,2750.0,19.25,108505.0,19996.0,103869.0
2300101,Abaiara - CE,2021,24.0,2.0,7.0,910.0,11.0,0.0,1700.0,24.0,2.0,7.0,910.0,11.0,0.0,1700.0,430.0,92.0,3.0,319.0,188.0,0.0,3711.0,17917.0,46000.0,429.0,351.0,17091.0,0.0,2183.0,583.0,7.0,8.0,1193.0,300.0,0.0,4804.0,9010.0,1230.0,312000.0,5335.0,2820.0,20.99,117971.0,23663.0,112712.0
2300101,Abaiara - CE,2022,37.0,2.0,7.0,1000.0,11.0,0.0,1702.0,37.0,2.0,7.0,1000.0,11.0,0.0,1702.0,686.0,93.0,2.0,540.0,190.0,0.0,3915.0,18541.0,46500.0,286.0,540.0,17273.0,0.0,2300.0,1270.0,10.0,7.0,2160.0,443.0,0.0,5311.0,9100.0,1240.0,313500.0,4300.0,2540.0,,126794.0,,
2300101,Abaiara - CE,2023,37.0,2.0,7.0,1220.0,11.0,0.0,2520.0,37.0,2.0,7.0,1220.0,11.0,0.0,2520.0,677.0,91.0,2.0,220.0,183.0,0.0,2016.0,18297.0,45500.0,286.0,180.0,16636.0,0.0,800.0,958.0,16.0,6.0,1792.0,366.0,0.0,2361.0,8636.0,1140.0,302970.0,4000.0,2000.0,,143730.0,,
2300101,Abaiara - CE,2024,73.0,2.0,7.0,1100.0,12.0,0.0,2300.0,73.0,2.0,7.0,1100.0,12.0,0.0,2300.0,1394.0,100.0,2.0,297.0,209.0,0.0,1725.0,19096.0,50000.0,286.0,270.0,17417.0,0.0,750.0,2130.0,36.0,6.0,1385.0,441.0,0.0,2040.0,9240.0,1215.0,295764.0,4400.0,2035.0,,,,
2300150,Acarape - CE,2003,30.0,710.0,585.0,503.0,60.0,0.0,505.0,30.0,710.0,585.0,503.0,60.0,0.0,505.0,150.0,28400.0,178.0,249.0,720.0,0.0,562.0,5000.0,40000.0,304.0,495.0,12000.0,0.0,1112.0,41.0,710.0,160.0,233.0,108.0,0.0,337.0,2112.0,45.0,2105.0,360.0,1896.0,10.01,32448.0,3041.0,30370.0
2300150,Acarape - CE,2004,30.0,690.0,585.0,727.0,40.0,0.0,490.0,30.0,690.0,585.0,727.0,40.0,0.0,490.0,174.0,28980.0,205.0,363.0,560.0,0.0,553.0,5800.0,42000.0,350.0,499.0,14000.0,0.0,1128.0,49.0,869.0,276.0,444.0,112.0,0.0,265.0,2174.0,103.0,2275.0,374.0,1916.0,11.61,33397.0,3672.0,31632.0
2300150,Acarape - CE,2005,30.0,630.0,585.0,850.0,77.0,0.0,590.0,30.0,630.0,585.0,850.0,77.0,0.0,590.0,180.0,28350.0,133.0,445.0,1093.0,0.0,679.0,6000.0,45000.0,227.0,523.0,14194.0,0.0,1150.0,50.0,992.0,140.0,475.0,131.0,0.0,285.0,2255.0,118.0,2470.0,391.0,1942.0,12.74,33577.0,4048.0,31764.0
2300150,Acarape - CE,2006,30.0,600.0,585.0,806.0,45.0,0.0,470.0,30.0,600.0,585.0,806.0,45.0,0.0,470.0,195.0,27600.0,234.0,494.0,639.0,0.0,577.0,6500.0,46000.0,400.0,612.0,14200.0,0.0,1227.0,65.0,994.0,197.0,535.0,64.0,0.0,242.0,2337.0,123.0,2675.0,409.0,1970.0,12.24,36982.0,4255.0,34757.0
2300150,Acarape - CE,2007,30.0,800.0,585.0,848.0,80.0,0.0,525.0,30.0,800.0,585.0,848.0,80.0,0.0,525.0,204.0,38400.0,150.0,291.0,1040.0,0.0,487.0,6800.0,48000.0,256.0,343.0,13000.0,0.0,927.0,67.0,1551.0,125.0,349.0,142.0,0.0,199.0,2358.0,131.0,2900.0,431.0,2006.0,10.79,42765.0,4336.0,40178.0
2300150,Acarape - CE,2008,30.0,1212.0,580.0,728.0,150.0,0.0,535.0,30.0,1212.0,580.0,728.0,150.0,0.0,535.0,215.0,58176.0,180.0,356.0,2100.0,0.0,642.0,7166.0,48000.0,310.0,489.0,14000.0,0.0,1200.0,79.0,2327.0,164.0,664.0,378.0,0.0,321.0,2381.0,141.0,3140.0,451.0,2047.0,12.74,50859.0,6110.0,47972.0
2300150,Acarape - CE,2009,30.0,480.0,602.0,733.0,320.0,0.0,579.0,30.0,480.0,602.0,733.0,320.0,0.0,579.0,217.0,21092.0,173.0,174.0,3049.0,0.0,453.0,7233.0,43941.0,287.0,237.0,9528.0,0.0,782.0,91.0,844.0,170.0,218.0,529.0,0.0,189.0,2409.0,155.0,3409.0,474.0,2100.0,7.81,56351.0,4151.0,53126.0
2300150,Acarape - CE,2010,30.0,493.0,602.0,462.0,450.0,0.0,397.0,30.0,493.0,602.0,462.0,450.0,0.0,397.0,217.0,21663.0,42.0,79.0,3465.0,0.0,123.0,7233.0,43941.0,69.0,170.0,7700.0,0.0,309.0,107.0,866.0,66.0,158.0,589.0,0.0,71.0,2441.0,167.0,3709.0,499.0,2134.0,6.53,65662.0,3936.0,60247.0
2300150,Acarape - CE,2011,32.0,493.0,602.0,770.0,170.0,0.0,530.0,32.0,493.0,602.0,770.0,170.0,0.0,530.0,231.0,22185.0,134.0,270.0,2372.0,0.0,580.0,7219.0,45000.0,223.0,351.0,13953.0,0.0,1094.0,136.0,947.0,155.0,497.0,446.0,0.0,325.0,2475.0,182.0,4016.0,527.0,2171.0,7.95,78626.0,5703.0,71722.0
2300150,Acarape - CE,2012,32.0,120.0,619.0,448.0,70.0,0.0,385.0,32.0,120.0,619.0,448.0,70.0,0.0,385.0,162.0,4200.0,52.0,86.0,294.0,0.0,111.0,5063.0,35000.0,84.0,192.0,4200.0,0.0,288.0,78.0,186.0,81.0,366.0,85.0,0.0,78.0,2139.0,175.0,3656.0,476.0,2000.0,5.15,80292.0,3704.0,71901.0
2300150,Acarape - CE,2013,32.0,150.0,619.0,345.0,42.0,0.0,339.0,32.0,150.0,619.0,345.0,42.0,0.0,339.0,232.0,7500.0,125.0,89.0,287.0,0.0,165.0,7250.0,50000.0,202.0,258.0,6833.0,0.0,487.0,117.0,375.0,188.0,191.0,86.0,0.0,122.0,1801.0,189.0,3959.0,520.0,2166.0,4.5,102164.0,4186.0,93075.0
2300150,Acarape - CE,2014,32.0,0.0,629.0,570.0,15.0,0.0,425.0,32.0,0.0,629.0,570.0,15.0,0.0,425.0,230.0,0.0,209.0,318.0,165.0,0.0,419.0,7188.0,0.0,332.0,558.0,11000.0,0.0,986.0,115.0,0.0,328.0,809.0,25.0,0.0,306.0,1846.0,204.0,4282.0,565.0,2179.0,4.89,114161.0,5189.0,106097.0
2300150,Acarape - CE,2015,32.0,0.0,629.0,410.0,30.0,0.0,395.0,32.0,0.0,629.0,410.0,30.0,0.0,395.0,128.0,0.0,112.0,162.0,317.0,0.0,322.0,4000.0,0.0,178.0,395.0,10567.0,0.0,815.0,64.0,0.0,344.0,373.0,55.0,0.0,225.0,1815.0,220.0,4480.0,540.0,2189.0,3.82,118734.0,4193.0,109743.0
2300150,Acarape - CE,2016,28.0,0.0,579.0,420.0,20.0,0.0,380.0,28.0,0.0,579.0,420.0,20.0,0.0,380.0,126.0,0.0,47.0,97.0,140.0,0.0,152.0,4500.0,0.0,81.0,231.0,7000.0,0.0,400.0,87.0,0.0,193.0,437.0,28.0,0.0,137.0,1750.0,230.0,4510.0,530.0,2200.0,3.94,127927.0,4675.0,118648.0
2300150,Acarape - CE,2017,28.0,0.0,517.0,425.0,30.0,0.0,345.0,28.0,0.0,517.0,425.0,30.0,0.0,345.0,156.0,0.0,84.0,170.0,244.0,0.0,318.0,5571.0,0.0,162.0,400.0,8133.0,0.0,922.0,271.0,0.0,348.0,272.0,56.0,0.0,213.0,1800.0,300.0,20667.0,600.0,430.0,4.42,150071.0,6195.0,140289.0
2300150,Acarape - CE,2018,8.0,0.0,520.0,415.0,22.0,0.0,340.0,8.0,0.0,520.0,415.0,22.0,0.0,340.0,116.0,0.0,124.0,171.0,286.0,0.0,344.0,14500.0,0.0,238.0,412.0,13000.0,0.0,1012.0,148.0,0.0,527.0,359.0,82.0,0.0,248.0,1150.0,185.0,19604.0,385.0,450.0,5.44,125559.0,6437.0,118302.0
2300150,Acarape - CE,2019,15.0,0.0,493.0,420.0,20.0,0.0,400.0,15.0,0.0,493.0,420.0,20.0,0.0,400.0,83.0,0.0,137.0,182.0,193.0,0.0,422.0,5533.0,0.0,278.0,433.0,9650.0,0.0,1055.0,79.0,0.0,412.0,409.0,33.0,0.0,313.0,1196.0,192.0,21172.0,400.0,474.0,4.66,142409.0,6205.0,133074.0
2300150,Acarape - CE,2020,18.0,0.0,412.0,440.0,10.0,0.0,410.0,18.0,0.0,412.0,440.0,10.0,0.0,410.0,108.0,0.0,141.0,180.0,120.0,0.0,413.0,6000.0,0.0,342.0,409.0,12000.0,0.0,1007.0,101.0,0.0,531.0,762.0,24.0,0.0,413.0,1232.0,200.0,22866.0,416.0,499.0,5.6,155396.0,8200.0,146375.0
2300150,Acarape - CE,2021,18.0,0.0,430.0,444.0,15.0,0.0,414.0,18.0,0.0,430.0,444.0,15.0,0.0,414.0,120.0,0.0,123.0,188.0,142.0,0.0,563.0,6667.0,0.0,286.0,423.0,9467.0,0.0,1360.0,110.0,0.0,488.0,948.0,38.0,0.0,865.0,1200.0,195.0,22408.0,425.0,510.0,5.52,179994.0,9312.0,168763.0
2300150,Acarape - CE,2022,15.0,4.0,434.0,492.0,10.0,0.0,410.0,15.0,4.0,434.0,492.0,10.0,0.0,410.0,86.0,160.0,103.0,174.0,120.0,0.0,425.0,5733.0,40000.0,237.0,354.0,12000.0,0.0,1037.0,92.0,32.0,519.0,795.0,38.0,0.0,679.0,1253.0,204.0,22856.0,446.0,331.0,,183507.0,,
2300150,Acarape - CE,2023,13.0,4.0,409.0,430.0,10.0,0.0,430.0,13.0,4.0,409.0,430.0,10.0,0.0,430.0,74.0,152.0,35.0,79.0,100.0,0.0,217.0,5692.0,38000.0,86.0,184.0,10000.0,0.0,505.0,84.0,33.0,123.0,436.0,44.0,0.0,296.0,2300.0,180.0,24000.0,400.0,550.0,,220474.0,,
2300150,Acarape - CE,2024,13.0,4.0,391.0,425.0,10.0,0.0,450.0,13.0,4.0,391.0,425.0,10.0,0.0,450.0,75.0,160.0,130.0,76.0,120.0,0.0,173.0,5769.0,40000.0,332.0,179.0,12000.0,0.0,384.0,144.0,30.0,654.0,535.0,49.0,0.0,260.0,2480.0,175.0,22500.0,388.0,600.0,,,,
2300200,Acaraú - CE,2003,115.0,5.0,11914.0,3165.0,2850.0,134.0,2565.0,115.0,5.0,11914.0,3165.0,2850.0,134.0,2565.0,1903.0,160.0,3574.0,665.0,22800.0,2573.0,862.0,16547.0,32000.0,299.0,210.0,8000.0,19201.0,336.0,638.0,3.0,3581.0,831.0,2907.0,2315.0,320.0,12048.0,1948.0,86321.0,7084.0,8237.0,30.36,124068.0,35655.0,117459.0
2300200,Acaraú - CE,2004,196.0,5.0,12010.0,3736.0,2565.0,40.0,3100.0,196.0,5.0,12010.0,3736.0,2565.0,40.0,3100.0,4952.0,150.0,1203.0,1027.0,20520.0,1000.0,521.0,25265.0,30000.0,100.0,274.0,8000.0,25000.0,168.0,1942.0,4.0,1723.0,1215.0,2873.0,383.0,215.0,6142.0,2026.0,85185.0,7262.0,8044.0,31.22,146593.0,43308.0,138715.0
2300200,Acaraú - CE,2005,120.0,0.0,12088.0,3280.0,3100.0,30.0,2680.0,120.0,0.0,12088.0,3280.0,3100.0,30.0,2680.0,2338.0,0.0,1451.0,1054.0,18721.0,690.0,461.0,19483.0,0.0,120.0,321.0,6039.0,23000.0,172.0,800.0,0.0,1502.0,1587.0,1535.0,397.0,207.0,6155.0,2120.0,85611.0,7588.0,8164.0,24.56,151979.0,35284.0,143643.0
2300200,Acaraú - CE,2006,138.0,0.0,12166.0,3171.0,2780.0,25.0,2546.0,138.0,0.0,12166.0,3171.0,2780.0,25.0,2546.0,2716.0,0.0,4964.0,1442.0,23630.0,625.0,1069.0,19681.0,0.0,408.0,454.0,8500.0,25000.0,419.0,1032.0,0.0,4170.0,1931.0,1938.0,461.0,413.0,6185.0,2173.0,87946.0,7778.0,8140.0,27.61,171739.0,45046.0,163140.0
2300200,Acaraú - CE,2007,135.0,0.0,12270.0,3540.0,2180.0,20.0,2900.0,135.0,0.0,12270.0,3540.0,2180.0,20.0,2900.0,2391.0,0.0,745.0,1011.0,13734.0,520.0,392.0,17711.0,0.0,60.0,285.0,6300.0,26000.0,135.0,920.0,0.0,634.0,1401.0,1840.0,234.0,173.0,5998.0,2130.0,85490.0,7625.0,7898.0,22.22,190070.0,40058.0,180252.0
2300200,Acaraú - CE,2008,130.0,0.0,12455.0,3606.0,2900.0,0.0,2958.0,130.0,0.0,12455.0,3606.0,2900.0,0.0,2958.0,2432.0,0.0,4067.0,1435.0,26100.0,0.0,1198.0,18707.0,0.0,326.0,397.0,9000.0,0.0,405.0,899.0,0.0,3504.0,2471.0,3315.0,0.0,634.0,6088.0,2225.0,87203.0,7991.0,8027.0,24.15,225541.0,51448.0,213005.0
2300200,Acaraú - CE,2009,145.0,0.0,12503.0,3006.0,2958.0,0.0,2356.0,145.0,0.0,12503.0,3595.0,2958.0,0.0,2945.0,2577.0,0.0,3301.0,624.0,14258.0,0.0,495.0,17772.0,0.0,264.0,207.0,4820.0,0.0,210.0,1018.0,0.0,3053.0,933.0,1611.0,0.0,208.0,6192.0,2358.0,88676.0,8550.0,8206.0,22.95,239320.0,52176.0,227367.0
2300200,Acaraú - CE,2010,135.0,0.0,12768.0,3226.0,2945.0,0.0,2960.0,135.0,0.0,12768.0,3226.0,2945.0,0.0,2960.0,2579.0,0.0,852.0,686.0,14578.0,0.0,148.0,19103.0,0.0,66.0,212.0,4950.0,0.0,50.0,942.0,0.0,1257.0,1915.0,2915.0,0.0,79.0,6099.0,2476.0,88915.0,8978.0,8245.0,16.3,327756.0,49668.0,304777.0
2300200,Acaraú - CE,2011,160.0,0.0,12665.0,4375.0,2350.0,0.0,3400.0,160.0,0.0,12665.0,4375.0,2350.0,0.0,3400.0,2040.0,0.0,2943.0,2211.0,22325.0,0.0,1689.0,12750.0,0.0,232.0,505.0,9500.0,0.0,497.0,814.0,0.0,3542.0,4054.0,5023.0,0.0,919.0,6130.0,2525.0,88720.0,9202.0,8266.0,18.23,388168.0,66138.0,362709.0
2300200,Acaraú - CE,2012,148.0,0.0,12594.0,3500.0,2750.0,0.0,3000.0,148.0,0.0,12594.0,3500.0,2750.0,0.0,3000.0,1852.0,0.0,416.0,801.0,19250.0,0.0,450.0,12514.0,0.0,33.0,229.0,7000.0,0.0,150.0,856.0,0.0,600.0,3289.0,5486.0,0.0,261.0,8420.0,2880.0,92640.0,10580.0,8490.0,16.08,415815.0,62266.0,387272.0
2300200,Acaraú - CE,2013,379.0,0.0,12682.0,2682.0,351.0,0.0,2300.0,379.0,0.0,12682.0,2682.0,351.0,0.0,2300.0,6061.0,0.0,529.0,511.0,2436.0,0.0,276.0,15992.0,0.0,42.0,191.0,6940.0,0.0,120.0,4345.0,0.0,868.0,1554.0,1906.0,0.0,82.0,7520.0,2952.0,92395.0,10735.0,3886.0,18.5,467824.0,81846.0,442398.0
2300200,Acaraú - CE,2014,387.0,0.0,12722.0,2481.0,2389.0,0.0,2154.0,387.0,0.0,12722.0,2481.0,2389.0,0.0,2154.0,3599.0,0.0,811.0,806.0,23890.0,0.0,215.0,9300.0,0.0,64.0,325.0,10000.0,0.0,100.0,3274.0,0.0,1938.0,1835.0,8466.0,0.0,114.0,7791.0,2967.0,92857.0,10789.0,3692.0,15.19,523629.0,74614.0,491252.0
2300200,Acaraú - CE,2015,387.0,0.0,5334.0,2415.0,2270.0,0.0,2375.0,387.0,0.0,5334.0,2415.0,2270.0,0.0,2375.0,2324.0,0.0,792.0,642.0,16690.0,0.0,770.0,6005.0,0.0,148.0,266.0,7352.0,0.0,324.0,2198.0,0.0,2790.0,1505.0,5786.0,0.0,462.0,6856.0,2818.0,91928.0,10250.0,2954.0,15.47,551031.0,79837.0,516112.0
2300200,Acaraú - CE,2016,121.0,0.0,5334.0,2447.0,2325.0,0.0,2399.0,121.0,0.0,5334.0,2447.0,2325.0,0.0,2399.0,1442.0,0.0,325.0,410.0,23033.0,0.0,115.0,11917.0,0.0,61.0,168.0,9907.0,0.0,48.0,1663.0,0.0,1112.0,2256.0,9939.0,0.0,113.0,6946.0,2820.0,91930.0,10256.0,2948.0,13.64,581919.0,74353.0,545164.0
2300200,Acaraú - CE,2017,121.0,0.0,5334.0,3050.0,2345.0,0.0,2750.0,121.0,0.0,5334.0,3050.0,2345.0,0.0,2750.0,2499.0,0.0,1382.0,725.0,29961.0,0.0,1650.0,20653.0,0.0,259.0,238.0,12777.0,0.0,600.0,4832.0,0.0,4177.0,2070.0,12218.0,0.0,1082.0,6916.0,2798.0,91902.0,10236.0,2956.0,16.44,634060.0,97069.0,590338.0
2300200,Acaraú - CE,2018,121.0,0.0,5366.0,3085.0,2890.0,0.0,3025.0,121.0,0.0,5366.0,3085.0,2890.0,0.0,3025.0,1364.0,0.0,1363.0,1117.0,28850.0,0.0,1361.0,11273.0,0.0,254.0,362.0,9983.0,0.0,450.0,2466.0,0.0,3885.0,2779.0,9838.0,0.0,1354.0,6570.0,1959.0,87307.0,8189.0,3547.0,15.68,567089.0,82846.0,528324.0
2300200,Acaraú - CE,2019,121.0,26.0,5454.0,2214.0,3145.0,0.0,2199.0,121.0,26.0,5454.0,2602.0,3145.0,0.0,2587.0,2486.0,728.0,559.0,128.0,26960.0,0.0,297.0,20545.0,28000.0,102.0,58.0,8572.0,0.0,135.0,2551.0,102.0,1365.0,363.0,5334.0,0.0,189.0,6438.0,1950.0,86434.0,8149.0,3618.0,12.06,708010.0,77938.0,645983.0
2300200,Acaraú - CE,2020,171.0,26.0,5469.0,2540.0,2717.0,0.0,2500.0,171.0,26.0,5469.0,2540.0,2717.0,0.0,2500.0,4487.0,730.0,1505.0,1025.0,25067.0,0.0,1250.0,26240.0,28077.0,275.0,404.0,9226.0,0.0,500.0,3361.0,60.0,4733.0,2631.0,6655.0,0.0,906.0,6374.0,1940.0,87298.0,8108.0,3636.0,13.0,838948.0,102266.0,786584.0
2300200,Acaraú - CE,2021,171.0,26.0,5486.0,3042.0,2635.0,0.0,3000.0,171.0,26.0,5486.0,3042.0,2635.0,0.0,3000.0,4477.0,553.0,857.0,1258.0,23173.0,0.0,1080.0,26181.0,21269.0,156.0,414.0,8794.0,0.0,360.0,3806.0,91.0,3904.0,5173.0,10530.0,0.0,1583.0,5864.0,1785.0,88171.0,7459.0,3345.0,13.97,1020201.0,133170.0,953527.0
2300200,Acaraú - CE,2022,171.0,15.0,5516.0,3104.0,2730.0,0.0,3060.0,171.0,15.0,5516.0,3104.0,2730.0,0.0,3060.0,4665.0,330.0,1960.0,293.0,41600.0,0.0,612.0,27281.0,22000.0,355.0,94.0,15238.0,0.0,200.0,6597.0,99.0,6040.0,949.0,18467.0,0.0,990.0,5453.0,1749.0,87289.0,7384.0,3278.0,,1184672.0,,
2300200,Acaraú - CE,2023,140.0,15.0,5516.0,3255.0,2788.0,0.0,3303.0,140.0,15.0,5516.0,3255.0,2788.0,0.0,3303.0,3487.0,345.0,278.0,555.0,21222.0,0.0,1850.0,24907.0,23000.0,50.0,171.0,7612.0,0.0,560.0,4820.0,94.0,699.0,2810.0,11759.0,0.0,1993.0,4962.0,1714.0,86416.0,7310.0,3212.0,,1250251.0,,
