nivel_territorial_codigo;nivel_territorial_nome;territorio_codigo;territorio_nome;ano_codigo;ano_nome;variavel_codigo;variavel_nome;unidade;produto_codigo;produto_nome;valor
N6;Município;2300101;Abaiara - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2062
N6;Município;2300101;Abaiara - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2337
N6;Município;2300101;Abaiara - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2244
N6;Município;2300101;Abaiara - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1436
N6;Município;2300101;Abaiara - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1490
N6;Município;2300101;Abaiara - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);738
N6;Município;2300101;Abaiara - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);500
N6;Município;2300101;Abaiara - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1530
N6;Município;2300101;Abaiara - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1836
N6;Município;2300101;Abaiara - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1590
N6;Município;2300101;Abaiara - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1600
N6;Município;2300101;Abaiara - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1700
N6;Município;2300101;Abaiara - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1702
N6;Município;2300101;Abaiara - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2520
N6;Município;2300101;Abaiara - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2300
N6;Município;2300150;Acarape - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);505
N6;Município;2300150;Acarape - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);490
N6;Município;2300150;Acarape - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);590
N6;Município;2300150;Acarape - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);470
N6;Município;2300150;Acarape - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);525
N6;Município;2300150;Acarape - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);535
N6;Município;2300150;Acarape - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);579
N6;Município;2300150;Acarape - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);397
N6;Município;2300150;Acarape - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);530
N6;Município;2300150;Acarape - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);385
N6;Município;2300150;Acarape - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);339
N6;Município;2300150;Acarape - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);425
N6;Município;2300150;Acarape - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);395
N6;Município;2300150;Acarape - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);380
N6;Município;2300150;Acarape - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);345
N6;Município;2300150;Acarape - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);340
N6;Município;2300150;Acarape - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);400
N6;Município;2300150;Acarape - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);410
N6;Município;2300150;Acarape - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);414
N6;Município;2300150;Acarape - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);410
N6;Município;2300150;Acarape - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);430
N6;Município;2300150;Acarape - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);450
