nivel_territorial_codigo;nivel_territorial_nome;territorio_codigo;territorio_nome;ano_codigo;ano_nome;variavel_codigo;variavel_nome;unidade;tipo_rebanho_codigo;tipo_rebanho_nome;valor
N1;Brasil;1;Brasil;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;195551576
N1;Brasil;1;Brasil;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;204512737
N1;Brasil;1;Brasil;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;207156696
N1;Brasil;1;Brasil;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;205886244
N1;Brasil;1;Brasil;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;199752014
N1;Brasil;1;Brasil;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;202306731
N1;Brasil;1;Brasil;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;205307954
N1;Brasil;1;Brasil;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;209541109
N1;Brasil;1;Brasil;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;212815311
N1;Brasil;1;Brasil;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;211279082
N1;Brasil;1;Brasil;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;211764292
N1;Brasil;1;Brasil;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;212366132
N1;Brasil;1;Brasil;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;215220508
N1;Brasil;1;Brasil;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;218190768
N1;Brasil;1;Brasil;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;215003578
N1;Brasil;1;Brasil;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;213809445
N1;Brasil;1;Brasil;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;214689984
N1;Brasil;1;Brasil;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;217836282
N1;Brasil;1;Brasil;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;224601992
N1;Brasil;1;Brasil;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;234851536
N1;Brasil;1;Brasil;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;238620910
N1;Brasil;1;Brasil;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;238180757
N3;Unidade da Federação;23;Ceará;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2254262
N3;Unidade da Federação;23;Ceará;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2269567
N3;Unidade da Federação;23;Ceará;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2299233
N3;Unidade da Federação;23;Ceará;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2352589
N3;Unidade da Federação;23;Ceará;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2424290
N3;Unidade da Federação;23;Ceará;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2460523
N3;Unidade da Federação;23;Ceará;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2494482
N3;Unidade da Federação;23;Ceará;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2546134
N3;Unidade da Federação;23;Ceará;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2614604
N3;Unidade da Federação;23;Ceará;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2714713
N3;Unidade da Federação;23;Ceará;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2591067
N3;Unidade da Federação;23;Ceará;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2597139
N3;Unidade da Federação;23;Ceará;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2516197
N3;Unidade da Federação;23;Ceará;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2426408
N3;Unidade da Federação;23;Ceará;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2287400
N3;Unidade da Federação;23;Ceará;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2403371
N3;Unidade da Federação;23;Ceará;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2479289
N3;Unidade da Federação;23;Ceará;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2552916
N3;Unidade da Federação;23;Ceará;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2607005
N3;Unidade da Federação;23;Ceará;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2681690
N3;Unidade da Federação;23;Ceará;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2772173
N3;Unidade da Federação;23;Ceará;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2860949
N6;Município;2300101;Abaiara - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5311
N6;Município;2300101;Abaiara - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5433
N6;Município;2300101;Abaiara - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5615
N6;Município;2300101;Abaiara - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5790
N6;Município;2300101;Abaiara - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5969
N6;Município;2300101;Abaiara - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6094
N6;Município;2300101;Abaiara - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6161
N6;Município;2300101;Abaiara - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6352
N6;Município;2300101;Abaiara - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6549
N6;Município;2300101;Abaiara - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;7231
N6;Município;2300101;Abaiara - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6591
N6;Município;2300101;Abaiara - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6254
N6;Município;2300101;Abaiara - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;7148
N6;Município;2300101;Abaiara - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;7367
N6;Município;2300101;Abaiara - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5830
N6;Município;2300101;Abaiara - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8000
N6;Município;2300101;Abaiara - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8400
N6;Município;2300101;Abaiara - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9000
N6;Município;2300101;Abaiara - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9010
N6;Município;2300101;Abaiara - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9100
N6;Município;2300101;Abaiara - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8636
N6;Município;2300101;Abaiara - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9240
N6;Município;2300150;Acarape - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2112
N6;Município;2300150;Acarape - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2174
N6;Município;2300150;Acarape - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2255
N6;Município;2300150;Acarape - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2337
N6;Município;2300150;Acarape - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2358
N6;Município;2300150;Acarape - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2381
N6;Município;2300150;Acarape - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2409
N6;Município;2300150;Acarape - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2441
N6;Município;2300150;Acarape - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2475
N6;Município;2300150;Acarape - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2139
N6;Município;2300150;Acarape - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1801
N6;Município;2300150;Acarape - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1846
N6;Município;2300150;Acarape - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1815
N6;Município;2300150;Acarape - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1750
N6;Município;2300150;Acarape - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1800
N6;Município;2300150;Acarape - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1150
N6;Município;2300150;Acarape - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1196
N6;Município;2300150;Acarape - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1232
N6;Município;2300150;Acarape - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1200
N6;Município;2300150;Acarape - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1253
N6;Município;2300150;Acarape - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2300
N6;Município;2300150;Acarape - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2480
N6;Município;2300200;Acaraú - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12048
N6;Município;2300200;Acaraú - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6142
N6;Município;2300200;Acaraú - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6155
N6;Município;2300200;Acaraú - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6185
N6;Município;2300200;Acaraú - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5998
N6;Município;2300200;Acaraú - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6088
N6;Município;2300200;Acaraú - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6192
N6;Município;2300200;Acaraú - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6099
N6;Município;2300200;Acaraú - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6130
N6;Município;2300200;Acaraú - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8420
N6;Município;2300200;Acaraú - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;7520
N6;Município;2300200;Acaraú - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;7791
N6;Município;2300200;Acaraú - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6856
N6;Município;2300200;Acaraú - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6946
N6;Município;2300200;Acaraú - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6916
N6;Município;2300200;Acaraú - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6570
N6;Município;2300200;Acaraú - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6438
N6;Município;2300200;Acaraú - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;6374
N6;Município;2300200;Acaraú - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5864
N6;Município;2300200;Acaraú - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5453
N6;Município;2300200;Acaraú - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;4962
N6;Município;2300200;Acaraú - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;5359
N6;Município;2300309;Acopiara - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;40609
N6;Município;2300309;Acopiara - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;41209
N6;Município;2300309;Acopiara - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;40467
N6;Município;2300309;Acopiara - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;40062
N6;Município;2300309;Acopiara - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;41500
N6;Município;2300309;Acopiara - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;41512
N6;Município;2300309;Acopiara - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;41516
N6;Município;2300309;Acopiara - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;39929
N6;Município;2300309;Acopiara - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;45829
N6;Município;2300309;Acopiara - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;49703
N6;Município;2300309;Acopiara - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;46354
N6;Município;2300309;Acopiara - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;49206
N6;Município;2300309;Acopiara - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;49005
N6;Município;2300309;Acopiara - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;48024
N6;Município;2300309;Acopiara - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;43000
N6;Município;2300309;Acopiara - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;50000
N6;Município;2300309;Acopiara - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;47500
N6;Município;2300309;Acopiara - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;59039
N6;Município;2300309;Acopiara - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;65150
N6;Município;2300309;Acopiara - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;64625
N6;Município;2300309;Acopiara - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;70894
N6;Município;2300309;Acopiara - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;73900
N6;Município;2300408;Aiuaba - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8735
N6;Município;2300408;Aiuaba - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;8724
N6;Município;2300408;Aiuaba - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11519
N6;Município;2300408;Aiuaba - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12497
N6;Município;2300408;Aiuaba - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12479
N6;Município;2300408;Aiuaba - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12875
N6;Município;2300408;Aiuaba - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13189
N6;Município;2300408;Aiuaba - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13075
N6;Município;2300408;Aiuaba - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13299
N6;Município;2300408;Aiuaba - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;14921
N6;Município;2300408;Aiuaba - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12667
N6;Município;2300408;Aiuaba - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11730
N6;Município;2300408;Aiuaba - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11650
N6;Município;2300408;Aiuaba - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12077
N6;Município;2300408;Aiuaba - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11875
N6;Município;2300408;Aiuaba - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;14255
N6;Município;2300408;Aiuaba - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13500
N6;Município;2300408;Aiuaba - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13700
N6;Município;2300408;Aiuaba - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12604
N6;Município;2300408;Aiuaba - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12865
N6;Município;2300408;Aiuaba - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13500
N6;Município;2300408;Aiuaba - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;14774
N6;Município;2300507;Alcântaras - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3058
N6;Município;2300507;Alcântaras - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3097
N6;Município;2300507;Alcântaras - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3068
N6;Município;2300507;Alcântaras - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3075
N6;Município;2300507;Alcântaras - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3083
N6;Município;2300507;Alcântaras - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3079
N6;Município;2300507;Alcântaras - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3218
N6;Município;2300507;Alcântaras - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3238
N6;Município;2300507;Alcântaras - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3249
N6;Município;2300507;Alcântaras - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3015
N6;Município;2300507;Alcântaras - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2906
N6;Município;2300507;Alcântaras - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2901
N6;Município;2300507;Alcântaras - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2951
N6;Município;2300507;Alcântaras - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2066
N6;Município;2300507;Alcântaras - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2000
N6;Município;2300507;Alcântaras - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1200
N6;Município;2300507;Alcântaras - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1145
N6;Município;2300507;Alcântaras - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1140
N6;Município;2300507;Alcântaras - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;910
N6;Município;2300507;Alcântaras - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;937
N6;Município;2300507;Alcântaras - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;877
N6;Município;2300507;Alcântaras - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;815
N6;Município;2300606;Altaneira - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;1715
N6;Município;2300606;Altaneira - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2359
N6;Município;2300606;Altaneira - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2421
N6;Município;2300606;Altaneira - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2509
N6;Município;2300606;Altaneira - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2701
N6;Município;2300606;Altaneira - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2775
N6;Município;2300606;Altaneira - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2891
N6;Município;2300606;Altaneira - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2905
N6;Município;2300606;Altaneira - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3011
N6;Município;2300606;Altaneira - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;4064
N6;Município;2300606;Altaneira - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3813
N6;Município;2300606;Altaneira - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;4178
N6;Município;2300606;Altaneira - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;4049
N6;Município;2300606;Altaneira - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;2835
N6;Município;2300606;Altaneira - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3200
N6;Município;2300606;Altaneira - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3250
N6;Município;2300606;Altaneira - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3412
N6;Município;2300606;Altaneira - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3512
N6;Município;2300606;Altaneira - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3335
N6;Município;2300606;Altaneira - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3202
N6;Município;2300606;Altaneira - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3362
N6;Município;2300606;Altaneira - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3500
N6;Município;2300705;Alto Santo - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;15233
N6;Município;2300705;Alto Santo - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;15590
N6;Município;2300705;Alto Santo - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;17269
N6;Município;2300705;Alto Santo - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;17442
N6;Município;2300705;Alto Santo - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29188
N6;Município;2300705;Alto Santo - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29334
N6;Município;2300705;Alto Santo - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29480
N6;Município;2300705;Alto Santo - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29775
N6;Município;2300705;Alto Santo - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29835
N6;Município;2300705;Alto Santo - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;28550
N6;Município;2300705;Alto Santo - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;25551
N6;Município;2300705;Alto Santo - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;26100
N6;Município;2300705;Alto Santo - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;25306
N6;Município;2300705;Alto Santo - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;24500
N6;Município;2300705;Alto Santo - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;24010
N6;Município;2300705;Alto Santo - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;26411
N6;Município;2300705;Alto Santo - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;26780
N6;Município;2300705;Alto Santo - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;28200
N6;Município;2300705;Alto Santo - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;28482
N6;Município;2300705;Alto Santo - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;28200
N6;Município;2300705;Alto Santo - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;28482
N6;Município;2300705;Alto Santo - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;29906
N6;Município;2300754;Amontada - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10858
N6;Município;2300754;Amontada - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9920
N6;Município;2300754;Amontada - CE;2005;2005;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10020
N6;Município;2300754;Amontada - CE;2006;2006;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10045
N6;Município;2300754;Amontada - CE;2007;2007;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10497
N6;Município;2300754;Amontada - CE;2008;2008;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10570
N6;Município;2300754;Amontada - CE;2009;2009;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10654
N6;Município;2300754;Amontada - CE;2010;2010;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10680
N6;Município;2300754;Amontada - CE;2011;2011;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10705
N6;Município;2300754;Amontada - CE;2012;2012;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13750
N6;Município;2300754;Amontada - CE;2013;2013;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;13705
N6;Município;2300754;Amontada - CE;2014;2014;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;12249
N6;Município;2300754;Amontada - CE;2015;2015;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11637
N6;Município;2300754;Amontada - CE;2016;2016;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11786
N6;Município;2300754;Amontada - CE;2017;2017;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11712
N6;Município;2300754;Amontada - CE;2018;2018;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11126
N6;Município;2300754;Amontada - CE;2019;2019;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;11070
N6;Município;2300754;Amontada - CE;2020;2020;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10795
N6;Município;2300754;Amontada - CE;2021;2021;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10579
N6;Município;2300754;Amontada - CE;2022;2022;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9944
N6;Município;2300754;Amontada - CE;2023;2023;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;9994
N6;Município;2300754;Amontada - CE;2024;2024;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;10044
N6;Município;2300804;Antonina do Norte - CE;2003;2003;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3541
N6;Município;2300804;Antonina do Norte - CE;2004;2004;105;Efetivo dos rebanhos;Cabeças;2670;Bovino;3513
