nivel_territorial_codigo,nivel_territorial_nome,territorio_codigo,territorio_nome,ano_codigo,ano_nome,variavel_codigo,variavel_nome,unidade,valor,valor_is_inibido
N1,Brasil,1,Brasil,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,1717950386.0,0
N1,Brasil,1,Brasil,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,1957751224.0,0
N1,Brasil,1,Brasil,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,2170584503.0,0
N1,Brasil,1,Brasil,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,2409449916.0,0
N1,Brasil,1,Brasil,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,2720262951.0,0
N1,Brasil,1,Brasil,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,3109803097.0,0
N1,Brasil,1,Brasil,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,3333039339.0,0
N1,Brasil,1,Brasil,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,3885847000.0,0
N1,Brasil,1,Brasil,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,4376382000.0,0
N1,Brasil,1,Brasil,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,4814760000.0,0
N1,Brasil,1,Brasil,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,5331618957.0,0
N1,Brasil,1,Brasil,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,5778952780.0,0
N1,Brasil,1,Brasil,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,5995787000.0,0
N1,Brasil,1,Brasil,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,6269328000.0,0
N1,Brasil,1,Brasil,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,6585479000.0,0
N1,Brasil,1,Brasil,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,7004141000.0,0
N1,Brasil,1,Brasil,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,7389131000.0,0
N1,Brasil,1,Brasil,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,7609597000.0,0
N1,Brasil,1,Brasil,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,9012142000.0,0
N1,Brasil,1,Brasil,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,10079676378.0,0
N1,Brasil,1,Brasil,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,10943345439.0,0
N3,Unidade da Federação,23,Ceará,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,32687418.0,0
N3,Unidade da Federação,23,Ceará,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,36890816.0,0
N3,Unidade da Federação,23,Ceará,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,41059459.0,0
N3,Unidade da Federação,23,Ceará,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,46500321.0,0
N3,Unidade da Federação,23,Ceará,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,50818749.0,0
N3,Unidade da Federação,23,Ceará,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,60415574.0,0
N3,Unidade da Federação,23,Ceará,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,67199958.0,0
N3,Unidade da Federação,23,Ceará,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,79336299.0,0
N3,Unidade da Federação,23,Ceará,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,89695828.0,0
N3,Unidade da Federação,23,Ceará,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,96973753.0,0
N3,Unidade da Federação,23,Ceará,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,109036556.0,0
N3,Unidade da Federação,23,Ceará,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,126054472.0,0
N3,Unidade da Federação,23,Ceará,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,130629849.0,0
N3,Unidade da Federação,23,Ceará,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,138422521.0,0
N3,Unidade da Federação,23,Ceará,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,147921534.0,0
N3,Unidade da Federação,23,Ceará,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,155903825.0,0
N3,Unidade da Federação,23,Ceará,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,163575327.0,0
N3,Unidade da Federação,23,Ceará,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,166914536.0,0
N3,Unidade da Federação,23,Ceará,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,194884802.0,0
N3,Unidade da Federação,23,Ceará,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,213600674.0,0
N3,Unidade da Federação,23,Ceará,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,232239257.0,0
N6,Município,2300101,Abaiara - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,17657.0,0
N6,Município,2300101,Abaiara - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,16808.0,0
N6,Município,2300101,Abaiara - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,17153.0,0
N6,Município,2300101,Abaiara - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,22869.0,0
N6,Município,2300101,Abaiara - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,25383.0,0
N6,Município,2300101,Abaiara - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,30985.0,0
N6,Município,2300101,Abaiara - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,34757.0,0
N6,Município,2300101,Abaiara - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,36543.0,0
N6,Município,2300101,Abaiara - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,50943.0,0
N6,Município,2300101,Abaiara - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,43079.0,0
N6,Município,2300101,Abaiara - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,50468.0,0
N6,Município,2300101,Abaiara - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,64718.0,0
N6,Município,2300101,Abaiara - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,66037.0,0
N6,Município,2300101,Abaiara - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,73672.0,0
N6,Município,2300101,Abaiara - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,92951.0,0
N6,Município,2300101,Abaiara - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,87933.0,0
N6,Município,2300101,Abaiara - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,94460.0,0
N6,Município,2300101,Abaiara - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,108505.0,0
N6,Município,2300101,Abaiara - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,117971.0,0
N6,Município,2300101,Abaiara - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,126794.0,0
N6,Município,2300101,Abaiara - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,143730.0,0
N6,Município,2300150,Acarape - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,32448.0,0
N6,Município,2300150,Acarape - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,33397.0,0
N6,Município,2300150,Acarape - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,33577.0,0
N6,Município,2300150,Acarape - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,36982.0,0
N6,Município,2300150,Acarape - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,42765.0,0
N6,Município,2300150,Acarape - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,50859.0,0
N6,Município,2300150,Acarape - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,56351.0,0
N6,Município,2300150,Acarape - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,65662.0,0
N6,Município,2300150,Acarape - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,78626.0,0
N6,Município,2300150,Acarape - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,80292.0,0
N6,Município,2300150,Acarape - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,102164.0,0
N6,Município,2300150,Acarape - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,114161.0,0
N6,Município,2300150,Acarape - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,118734.0,0
N6,Município,2300150,Acarape - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,127927.0,0
N6,Município,2300150,Acarape - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,150071.0,0
N6,Município,2300150,Acarape - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,125559.0,0
N6,Município,2300150,Acarape - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,142409.0,0
N6,Município,2300150,Acarape - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,155396.0,0
N6,Município,2300150,Acarape - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,179994.0,0
N6,Município,2300150,Acarape - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,183507.0,0
N6,Município,2300150,Acarape - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,220474.0,0
N6,Município,2300200,Acaraú - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,124068.0,0
N6,Município,2300200,Acaraú - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,146593.0,0
N6,Município,2300200,Acaraú - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,151979.0,0
N6,Município,2300200,Acaraú - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,171739.0,0
N6,Município,2300200,Acaraú - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,190070.0,0
N6,Município,2300200,Acaraú - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,225541.0,0
N6,Município,2300200,Acaraú - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,239320.0,0
N6,Município,2300200,Acaraú - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,327756.0,0
N6,Município,2300200,Acaraú - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,388168.0,0
N6,Município,2300200,Acaraú - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,415815.0,0
N6,Município,2300200,Acaraú - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,467824.0,0
N6,Município,2300200,Acaraú - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,523629.0,0
N6,Município,2300200,Acaraú - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,551031.0,0
N6,Município,2300200,Acaraú - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,581919.0,0
N6,Município,2300200,Acaraú - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,634060.0,0
N6,Município,2300200,Acaraú - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,567089.0,0
N6,Município,2300200,Acaraú - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,708010.0,0
N6,Município,2300200,Acaraú - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,838948.0,0
N6,Município,2300200,Acaraú - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,1020201.0,0
N6,Município,2300200,Acaraú - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,1184672.0,0
N6,Município,2300200,Acaraú - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,1250251.0,0
N6,Município,2300309,Acopiara - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,94074.0,0
N6,Município,2300309,Acopiara - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,101418.0,0
N6,Município,2300309,Acopiara - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,103497.0,0
N6,Município,2300309,Acopiara - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,123962.0,0
N6,Município,2300309,Acopiara - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,127767.0,0
N6,Município,2300309,Acopiara - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,160679.0,0
N6,Município,2300309,Acopiara - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,170027.0,0
N6,Município,2300309,Acopiara - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,213402.0,0
N6,Município,2300309,Acopiara - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,257300.0,0
N6,Município,2300309,Acopiara - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,262793.0,0
N6,Município,2300309,Acopiara - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,287937.0,0
N6,Município,2300309,Acopiara - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,334997.0,0
N6,Município,2300309,Acopiara - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,348629.0,0
N6,Município,2300309,Acopiara - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,376458.0,0
N6,Município,2300309,Acopiara - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,396748.0,0
N6,Município,2300309,Acopiara - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,389055.0,0
N6,Município,2300309,Acopiara - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,462562.0,0
N6,Município,2300309,Acopiara - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,515638.0,0
N6,Município,2300309,Acopiara - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,564520.0,0
N6,Município,2300309,Acopiara - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,604192.0,0
N6,Município,2300309,Acopiara - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,693535.0,0
N6,Município,2300408,Aiuaba - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,23473.0,0
N6,Município,2300408,Aiuaba - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,23256.0,0
N6,Município,2300408,Aiuaba - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,29550.0,0
N6,Município,2300408,Aiuaba - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,37163.0,0
N6,Município,2300408,Aiuaba - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,38449.0,0
N6,Município,2300408,Aiuaba - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,50232.0,0
N6,Município,2300408,Aiuaba - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,48215.0,0
N6,Município,2300408,Aiuaba - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,51656.0,0
N6,Município,2300408,Aiuaba - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,72017.0,0
N6,Município,2300408,Aiuaba - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,67267.0,0
N6,Município,2300408,Aiuaba - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,78557.0,0
N6,Município,2300408,Aiuaba - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,93440.0,0
N6,Município,2300408,Aiuaba - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,106085.0,0
N6,Município,2300408,Aiuaba - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,101735.0,0
N6,Município,2300408,Aiuaba - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,104668.0,0
N6,Município,2300408,Aiuaba - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,112897.0,0
N6,Município,2300408,Aiuaba - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,129382.0,0
N6,Município,2300408,Aiuaba - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,151775.0,0
N6,Município,2300408,Aiuaba - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,151596.0,0
N6,Município,2300408,Aiuaba - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,146744.0,0
N6,Município,2300408,Aiuaba - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,169076.0,0
N6,Município,2300507,Alcântaras - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,17349.0,0
N6,Município,2300507,Alcântaras - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,17539.0,0
N6,Município,2300507,Alcântaras - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,21533.0,0
N6,Município,2300507,Alcântaras - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,22937.0,0
N6,Município,2300507,Alcântaras - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,26489.0,0
N6,Município,2300507,Alcântaras - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,29317.0,0
N6,Município,2300507,Alcântaras - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,32916.0,0
N6,Município,2300507,Alcântaras - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,37015.0,0
N6,Município,2300507,Alcântaras - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,45163.0,0
N6,Município,2300507,Alcântaras - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,45214.0,0
N6,Município,2300507,Alcântaras - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,47742.0,0
N6,Município,2300507,Alcântaras - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,59834.0,0
N6,Município,2300507,Alcântaras - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,59306.0,0
N6,Município,2300507,Alcântaras - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,59520.0,0
N6,Município,2300507,Alcântaras - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,69284.0,0
N6,Município,2300507,Alcântaras - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,76963.0,0
N6,Município,2300507,Alcântaras - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,81663.0,0
N6,Município,2300507,Alcântaras - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,91576.0,0
N6,Município,2300507,Alcântaras - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,98202.0,0
N6,Município,2300507,Alcântaras - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,105770.0,0
N6,Município,2300507,Alcântaras - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,115643.0,0
N6,Município,2300606,Altaneira - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,10409.0,0
N6,Município,2300606,Altaneira - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,11469.0,0
N6,Município,2300606,Altaneira - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,12431.0,0
N6,Município,2300606,Altaneira - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,15410.0,0
N6,Município,2300606,Altaneira - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,17005.0,0
N6,Município,2300606,Altaneira - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,20859.0,0
N6,Município,2300606,Altaneira - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,22710.0,0
N6,Município,2300606,Altaneira - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,23342.0,0
N6,Município,2300606,Altaneira - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,28775.0,0
N6,Município,2300606,Altaneira - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,33982.0,0
N6,Município,2300606,Altaneira - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,37585.0,0
N6,Município,2300606,Altaneira - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,47454.0,0
N6,Município,2300606,Altaneira - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,43730.0,0
N6,Município,2300606,Altaneira - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,45370.0,0
N6,Município,2300606,Altaneira - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,53087.0,0
N6,Município,2300606,Altaneira - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,51200.0,0
N6,Município,2300606,Altaneira - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,58420.0,0
N6,Município,2300606,Altaneira - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,65822.0,0
N6,Município,2300606,Altaneira - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,74654.0,0
N6,Município,2300606,Altaneira - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,82201.0,0
N6,Município,2300606,Altaneira - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,92128.0,0
N6,Município,2300705,Alto Santo - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,35944.0,0
N6,Município,2300705,Alto Santo - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,38299.0,0
N6,Município,2300705,Alto Santo - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,40261.0,0
N6,Município,2300705,Alto Santo - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,45855.0,0
N6,Município,2300705,Alto Santo - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,55847.0,0
N6,Município,2300705,Alto Santo - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,68922.0,0
N6,Município,2300705,Alto Santo - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,77369.0,0
N6,Município,2300705,Alto Santo - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,80559.0,0
N6,Município,2300705,Alto Santo - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,86327.0,0
N6,Município,2300705,Alto Santo - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,86036.0,0
N6,Município,2300705,Alto Santo - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,105060.0,0
N6,Município,2300705,Alto Santo - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,125514.0,0
N6,Município,2300705,Alto Santo - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,129449.0,0
N6,Município,2300705,Alto Santo - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,132993.0,0
N6,Município,2300705,Alto Santo - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,145319.0,0
N6,Município,2300705,Alto Santo - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,155351.0,0
N6,Município,2300705,Alto Santo - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,182898.0,0
N6,Município,2300705,Alto Santo - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,209108.0,0
N6,Município,2300705,Alto Santo - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,232268.0,0
N6,Município,2300705,Alto Santo - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,240389.0,0
N6,Município,2300705,Alto Santo - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,273863.0,0
N6,Município,2300754,Amontada - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,117176.0,0
N6,Município,2300754,Amontada - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,130447.0,0
N6,Município,2300754,Amontada - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,154484.0,0
N6,Município,2300754,Amontada - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,165374.0,0
N6,Município,2300754,Amontada - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,151945.0,0
N6,Município,2300754,Amontada - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,191631.0,0
N6,Município,2300754,Amontada - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,203450.0,0
N6,Município,2300754,Amontada - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,240831.0,0
N6,Município,2300754,Amontada - CE,2011,2011,37,Produto Interno Bruto a preços correntes,Mil Reais,298074.0,0
N6,Município,2300754,Amontada - CE,2012,2012,37,Produto Interno Bruto a preços correntes,Mil Reais,288676.0,0
N6,Município,2300754,Amontada - CE,2013,2013,37,Produto Interno Bruto a preços correntes,Mil Reais,285779.0,0
N6,Município,2300754,Amontada - CE,2014,2014,37,Produto Interno Bruto a preços correntes,Mil Reais,366321.0,0
N6,Município,2300754,Amontada - CE,2015,2015,37,Produto Interno Bruto a preços correntes,Mil Reais,318742.0,0
N6,Município,2300754,Amontada - CE,2016,2016,37,Produto Interno Bruto a preços correntes,Mil Reais,421866.0,0
N6,Município,2300754,Amontada - CE,2017,2017,37,Produto Interno Bruto a preços correntes,Mil Reais,431415.0,0
N6,Município,2300754,Amontada - CE,2018,2018,37,Produto Interno Bruto a preços correntes,Mil Reais,439712.0,0
N6,Município,2300754,Amontada - CE,2019,2019,37,Produto Interno Bruto a preços correntes,Mil Reais,516670.0,0
N6,Município,2300754,Amontada - CE,2020,2020,37,Produto Interno Bruto a preços correntes,Mil Reais,536471.0,0
N6,Município,2300754,Amontada - CE,2021,2021,37,Produto Interno Bruto a preços correntes,Mil Reais,665472.0,0
N6,Município,2300754,Amontada - CE,2022,2022,37,Produto Interno Bruto a preços correntes,Mil Reais,684586.0,0
N6,Município,2300754,Amontada - CE,2023,2023,37,Produto Interno Bruto a preços correntes,Mil Reais,808126.0,0
N6,Município,2300804,Antonina do Norte - CE,2003,2003,37,Produto Interno Bruto a preços correntes,Mil Reais,13430.0,0
N6,Município,2300804,Antonina do Norte - CE,2004,2004,37,Produto Interno Bruto a preços correntes,Mil Reais,14399.0,0
N6,Município,2300804,Antonina do Norte - CE,2005,2005,37,Produto Interno Bruto a preços correntes,Mil Reais,16694.0,0
N6,Município,2300804,Antonina do Norte - CE,2006,2006,37,Produto Interno Bruto a preços correntes,Mil Reais,21001.0,0
N6,Município,2300804,Antonina do Norte - CE,2007,2007,37,Produto Interno Bruto a preços correntes,Mil Reais,20701.0,0
N6,Município,2300804,Antonina do Norte - CE,2008,2008,37,Produto Interno Bruto a preços correntes,Mil Reais,26524.0,0
N6,Município,2300804,Antonina do Norte - CE,2009,2009,37,Produto Interno Bruto a preços correntes,Mil Reais,26379.0,0
N6,Município,2300804,Antonina do Norte - CE,2010,2010,37,Produto Interno Bruto a preços correntes,Mil Reais,28053.0,0
