nivel_territorial_codigo,nivel_territorial_nome,territorio_codigo,territorio_nome,ano_codigo,ano_nome,variavel_codigo,variavel_nome,unidade,valor,valor_is_inibido
N6,Município,2307007,Jaguaruana - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,158712.0,0
N6,Município,2307007,Jaguaruana - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,179517.0,0
N6,Município,2307007,Jaguaruana - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,199311.0,0
N6,Município,2307007,Jaguaruana - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,227886.0,0
N6,Município,2307007,Jaguaruana - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,229754.0,0
N6,Município,2307007,Jaguaruana - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,260627.0,0
N6,Município,2307007,Jaguaruana - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,317620.0,0
N6,Município,2307007,Jaguaruana - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,356760.0,0
N6,Município,2307007,Jaguaruana - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,321592.0,0
N6,Município,2307007,Jaguaruana - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,363962.0,0
N6,Município,2307007,Jaguaruana - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,360677.0,0
N6,Município,2307007,Jaguaruana - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,422478.0,0
N6,Município,2307007,Jaguaruana - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,429595.0,0
N6,Município,2307007,Jaguaruana - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,500437.0,0
N6,Município,2307007,Jaguaruana - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307007,Jaguaruana - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307106,Jardim - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,47443.0,0
N6,Município,2307106,Jardim - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,48433.0,0
N6,Município,2307106,Jardim - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,56518.0,0
N6,Município,2307106,Jardim - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,70283.0,0
N6,Município,2307106,Jardim - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,73042.0,0
N6,Município,2307106,Jardim - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,90542.0,0
N6,Município,2307106,Jardim - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,93685.0,0
N6,Município,2307106,Jardim - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,104027.0,0
N6,Município,2307106,Jardim - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,116166.0,0
N6,Município,2307106,Jardim - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,118362.0,0
N6,Município,2307106,Jardim - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,141521.0,0
N6,Município,2307106,Jardim - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,172571.0,0
N6,Município,2307106,Jardim - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,167526.0,0
N6,Município,2307106,Jardim - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,170469.0,0
N6,Município,2307106,Jardim - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,186658.0,0
N6,Município,2307106,Jardim - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,203765.0,0
N6,Município,2307106,Jardim - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,221668.0,0
N6,Município,2307106,Jardim - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,251493.0,0
N6,Município,2307106,Jardim - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,281657.0,0
N6,Município,2307106,Jardim - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307106,Jardim - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307205,Jati - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,14381.0,0
N6,Município,2307205,Jati - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,13168.0,0
N6,Município,2307205,Jati - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,15859.0,0
N6,Município,2307205,Jati - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,20312.0,0
N6,Município,2307205,Jati - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,19727.0,0
N6,Município,2307205,Jati - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,26178.0,0
N6,Município,2307205,Jati - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,28264.0,0
N6,Município,2307205,Jati - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,27591.0,0
N6,Município,2307205,Jati - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,36503.0,0
N6,Município,2307205,Jati - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,32289.0,0
N6,Município,2307205,Jati - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,37977.0,0
N6,Município,2307205,Jati - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,60453.0,0
N6,Município,2307205,Jati - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,66617.0,0
N6,Município,2307205,Jati - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,67846.0,0
N6,Município,2307205,Jati - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,78069.0,0
N6,Município,2307205,Jati - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,84276.0,0
N6,Município,2307205,Jati - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,100266.0,0
N6,Município,2307205,Jati - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,108522.0,0
N6,Município,2307205,Jati - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,115274.0,0
N6,Município,2307205,Jati - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307205,Jati - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,25483.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,30809.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,36623.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,43872.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,49323.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,59605.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,68412.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,90475.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,102168.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,116548.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,130874.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,174891.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,202884.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,248481.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,287857.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,356520.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,458733.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,351346.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,504031.0,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307254,Jijoca de Jericoacoara - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307304,Juazeiro do Norte - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,631502.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,713174.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,808630.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,988587.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,1118209.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,1273914.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,1485444.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,1922091.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,2210242.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,2511496.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,2865169.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,3416392.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,3517213.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,3745117.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,3963877.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,4297340.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,4344281.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,4336412.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,4492875.0,0
N6,Município,2307304,Juazeiro do Norte - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307304,Juazeiro do Norte - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307403,Jucás - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,41272.0,0
N6,Município,2307403,Jucás - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,44968.0,0
N6,Município,2307403,Jucás - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,44873.0,0
N6,Município,2307403,Jucás - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,52911.0,0
N6,Município,2307403,Jucás - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,59671.0,0
N6,Município,2307403,Jucás - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,69908.0,0
N6,Município,2307403,Jucás - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,89165.0,0
N6,Município,2307403,Jucás - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,97929.0,0
N6,Município,2307403,Jucás - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,115830.0,0
N6,Município,2307403,Jucás - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,110766.0,0
N6,Município,2307403,Jucás - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,132554.0,0
N6,Município,2307403,Jucás - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,167855.0,0
N6,Município,2307403,Jucás - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,162313.0,0
N6,Município,2307403,Jucás - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,164584.0,0
N6,Município,2307403,Jucás - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,174307.0,0
N6,Município,2307403,Jucás - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,211284.0,0
N6,Município,2307403,Jucás - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,224543.0,0
N6,Município,2307403,Jucás - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,257795.0,0
N6,Município,2307403,Jucás - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,297962.0,0
N6,Município,2307403,Jucás - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307403,Jucás - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307502,Lavras da Mangabeira - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,59056.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,55274.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,62163.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,77411.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,78448.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,87901.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,100436.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,106294.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,128374.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,131351.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,151406.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,183743.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,220688.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,210089.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,238574.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,250142.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,259627.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,272621.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,328423.0,0
N6,Município,2307502,Lavras da Mangabeira - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307502,Lavras da Mangabeira - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307601,Limoeiro do Norte - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,198201.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,225561.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,241576.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,299478.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,314952.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,373589.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,382185.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,473249.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,503746.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,532262.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,734417.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,756789.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,756074.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,859256.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,848058.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,872718.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,955494.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,1115479.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,1254617.0,0
N6,Município,2307601,Limoeiro do Norte - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307601,Limoeiro do Norte - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307635,Madalena - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,36882.0,0
N6,Município,2307635,Madalena - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,33346.0,0
N6,Município,2307635,Madalena - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,37263.0,0
N6,Município,2307635,Madalena - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,50622.0,0
N6,Município,2307635,Madalena - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,48715.0,0
N6,Município,2307635,Madalena - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,66705.0,0
N6,Município,2307635,Madalena - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,61920.0,0
N6,Município,2307635,Madalena - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,72319.0,0
N6,Município,2307635,Madalena - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,90590.0,0
N6,Município,2307635,Madalena - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,83113.0,0
N6,Município,2307635,Madalena - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,87201.0,0
N6,Município,2307635,Madalena - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,109970.0,0
N6,Município,2307635,Madalena - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,121734.0,0
N6,Município,2307635,Madalena - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,122466.0,0
N6,Município,2307635,Madalena - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,134657.0,0
N6,Município,2307635,Madalena - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,126586.0,0
N6,Município,2307635,Madalena - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,135407.0,0
N6,Município,2307635,Madalena - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,154107.0,0
N6,Município,2307635,Madalena - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,165666.0,0
N6,Município,2307635,Madalena - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307635,Madalena - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307650,Maracanaú - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,1471364.0,0
N6,Município,2307650,Maracanaú - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,1811440.0,0
N6,Município,2307650,Maracanaú - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,1965577.0,0
N6,Município,2307650,Maracanaú - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,1986692.0,0
N6,Município,2307650,Maracanaú - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,2290859.0,0
N6,Município,2307650,Maracanaú - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,2833565.0,0
N6,Município,2307650,Maracanaú - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,3071015.0,0
N6,Município,2307650,Maracanaú - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,3646296.0,0
N6,Município,2307650,Maracanaú - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,4066919.0,0
N6,Município,2307650,Maracanaú - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,4241273.0,0
N6,Município,2307650,Maracanaú - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,5046288.0,0
N6,Município,2307650,Maracanaú - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,5700938.0,0
N6,Município,2307650,Maracanaú - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,6404481.0,0
N6,Município,2307650,Maracanaú - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,6584975.0,0
N6,Município,2307650,Maracanaú - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,6927887.0,0
N6,Município,2307650,Maracanaú - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,8433683.0,0
N6,Município,2307650,Maracanaú - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,7903761.0,0
N6,Município,2307650,Maracanaú - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,8093497.0,0
N6,Município,2307650,Maracanaú - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,9676491.0,0
N6,Município,2307650,Maracanaú - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307650,Maracanaú - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307700,Maranguape - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,260310.0,0
N6,Município,2307700,Maranguape - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,345230.0,0
N6,Município,2307700,Maranguape - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,438735.0,0
N6,Município,2307700,Maranguape - CE,2006,2006,498,Valor adicionado bruto a preços correntes total,Mil Reais,495032.0,0
N6,Município,2307700,Maranguape - CE,2007,2007,498,Valor adicionado bruto a preços correntes total,Mil Reais,547216.0,0
N6,Município,2307700,Maranguape - CE,2008,2008,498,Valor adicionado bruto a preços correntes total,Mil Reais,630164.0,0
N6,Município,2307700,Maranguape - CE,2009,2009,498,Valor adicionado bruto a preços correntes total,Mil Reais,626329.0,0
N6,Município,2307700,Maranguape - CE,2010,2010,498,Valor adicionado bruto a preços correntes total,Mil Reais,706679.0,0
N6,Município,2307700,Maranguape - CE,2011,2011,498,Valor adicionado bruto a preços correntes total,Mil Reais,748616.0,0
N6,Município,2307700,Maranguape - CE,2012,2012,498,Valor adicionado bruto a preços correntes total,Mil Reais,787239.0,0
N6,Município,2307700,Maranguape - CE,2013,2013,498,Valor adicionado bruto a preços correntes total,Mil Reais,812679.0,0
N6,Município,2307700,Maranguape - CE,2014,2014,498,Valor adicionado bruto a preços correntes total,Mil Reais,926607.0,0
N6,Município,2307700,Maranguape - CE,2015,2015,498,Valor adicionado bruto a preços correntes total,Mil Reais,995580.0,0
N6,Município,2307700,Maranguape - CE,2016,2016,498,Valor adicionado bruto a preços correntes total,Mil Reais,1104761.0,0
N6,Município,2307700,Maranguape - CE,2017,2017,498,Valor adicionado bruto a preços correntes total,Mil Reais,1191640.0,0
N6,Município,2307700,Maranguape - CE,2018,2018,498,Valor adicionado bruto a preços correntes total,Mil Reais,1309813.0,0
N6,Município,2307700,Maranguape - CE,2019,2019,498,Valor adicionado bruto a preços correntes total,Mil Reais,1346464.0,0
N6,Município,2307700,Maranguape - CE,2020,2020,498,Valor adicionado bruto a preços correntes total,Mil Reais,1311859.0,0
N6,Município,2307700,Maranguape - CE,2021,2021,498,Valor adicionado bruto a preços correntes total,Mil Reais,1411529.0,0
N6,Município,2307700,Maranguape - CE,2022,2022,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307700,Maranguape - CE,2023,2023,498,Valor adicionado bruto a preços correntes total,Mil Reais,,0
N6,Município,2307809,Marco - CE,2003,2003,498,Valor adicionado bruto a preços correntes total,Mil Reais,49698.0,0
N6,Município,2307809,Marco - CE,2004,2004,498,Valor adicionado bruto a preços correntes total,Mil Reais,55426.0,0
N6,Município,2307809,Marco - CE,2005,2005,498,Valor adicionado bruto a preços correntes total,Mil Reais,61045.0,0
